,yoy,cluster,Year,Type,Latitude,Longitude
974,-0.23076923076923073,63,2016,S,51.365029500000006,-0.406162
970,0.0495000000000001,63,2015,S,51.365483000000005,-0.406679
966,-0.7713196760362078,63,2014,S,51.365775,-0.40546950000000004
962,4.0,63,2013,S,51.363834499999996,-0.404519
958,-0.8333333333333334,63,2012,S,51.365358,-0.4050815
954,2.995,63,2011,S,51.365738,-0.406117
995,-0.6248436848686953,63,2021,T,51.366302000000005,-0.406117
991,1.1112222222222221,63,2020,T,51.368047,-0.404914
987,-0.3847692226724909,63,2019,T,51.369461,-0.406597
983,-0.2301112061591104,63,2018,T,51.365706,-0.404519
979,1.0555555555555554,63,2017,T,51.366302000000005,-0.40575
975,-0.8108108108108107,63,2016,T,51.366912,-0.404519
971,0.4571428571428571,63,2015,T,51.370839000000004,-0.40575
967,5.2745098039215685,63,2014,T,51.369344,-0.406196
963,-0.86171875,63,2013,T,51.368017,-0.404519
959,-0.6022598870056497,63,2012,T,51.3678815,-0.4060125
955,-0.9943181818181818,63,2011,T,51.368274,-0.40575
1007,-0.8235294117647058,64,2021,F,51.381826000000004,-0.430882
1006,3.666666666666667,64,2020,F,51.387039,-0.42599
1005,-0.3214285714285714,64,2019,F,51.385008,-0.4281145
1004,0.6273684210526316,64,2018,F,51.387039,-0.42599
1003,0.08667529107373872,64,2017,F,51.387039,-0.42599
1002,0.26190476190476186,64,2016,F,51.387039,-0.42599
1001,-0.04245283018867929,64,2015,F,51.382977000000004,-0.43023900000000004
1000,-0.21182266009852213,64,2014,F,51.382481,-0.430465
999,-0.250625,64,2013,F,51.382665,-0.430465
998,-0.20767306088407,64,2012,F,51.382665,-0.430465
997,0.05263157894736836,64,2011,F,51.385008,-0.4281145
1019,-0.18283582089552242,65,2021,D,51.361204,-0.427188
1018,0.013698630136986356,65,2020,D,51.36125,-0.427798
1017,-0.37537537537537535,65,2019,D,51.362567999999996,-0.426196
1016,0.09615384615384626,65,2018,D,51.360967,-0.42556499999999997
1015,0.8464912280701755,65,2017,D,51.363022,-0.4254055
1014,-0.23040380047505937,65,2016,D,51.361601,-0.425126
1013,-0.08796296296296291,65,2015,D,51.363862,-0.42458100000000004
1012,-0.08291032148900168,65,2014,D,51.3632085,-0.42711400000000005
1011,-0.14022140221402213,65,2013,D,51.361204,-0.427188
1010,0.05150214592274671,65,2012,D,51.361296,-0.427622
1009,0.11837142857142857,65,2011,D,51.362567999999996,-0.426196
1053,0.03827160493827164,67,2021,D,51.386753999999996,-0.32755300000000004
1050,-0.4054696789536266,67,2020,D,51.387903,-0.32836
1047,0.040000000000000036,67,2019,D,51.385274,-0.327072
1044,-0.375,67,2018,D,51.386753999999996,-0.32672399999999996
1041,2.046153846153846,67,2017,D,51.386162,-0.32674400000000003
1038,-0.3535353535353535,67,2016,D,51.389051,-0.328432
1035,-0.296875,67,2015,D,51.385274,-0.32755300000000004
1032,0.5776666666666668,67,2014,D,51.386753999999996,-0.327072
1029,-0.5774350306359604,67,2013,D,51.387903,-0.32636899999999996
1026,0.5,67,2012,D,51.387903,-0.327072
1023,0.4844666666666666,67,2011,D,51.388345,-0.327319
1054,0.18412698412698414,67,2021,S,51.386753999999996,-0.325646
1051,0.17278820375335124,67,2020,S,51.387741,-0.325519
1048,-0.24562807177963197,67,2019,S,51.3865925,-0.325519
1045,-0.045454545454545414,67,2018,S,51.387268,-0.325519
1042,0.32539682539682535,67,2017,S,51.386008000000004,-0.32500100000000004
1039,-0.20359281437125754,67,2016,S,51.388042999999996,-0.325652
1036,0.4090225563909775,67,2015,S,51.388624,-0.3255825
1033,-0.47705442902881534,67,2014,S,51.386151500000004,-0.326947
1030,-0.1255102040816326,67,2013,S,51.387295,-0.325519
1027,-0.0434072345390899,67,2012,S,51.386363,-0.32500100000000004
1024,0.341790680653818,67,2011,S,51.386795,-0.32500100000000004
1055,-0.07678571428571423,67,2021,T,51.389416,-0.323805
1052,0.9071953578336558,67,2020,T,51.387266499999996,-0.32402800000000004
1049,-0.4991987992129977,67,2019,T,51.388255,-0.32402800000000004
1046,0.47833130822195224,67,2018,T,51.389416,-0.323805
1043,0.0547945205479452,67,2017,T,51.389416,-0.3238245
1040,0.0,67,2016,T,51.389416,-0.32402800000000004
1037,0.107012987012987,67,2015,T,51.389416,-0.32391650000000005
1034,-0.16705771938057246,67,2014,T,51.387588,-0.32402800000000004
1031,-0.5014084507042254,67,2013,T,51.389144,-0.324073
1028,0.627683615819209,67,2012,T,51.389416,-0.32402800000000004
1025,-0.39222492190211733,67,2011,T,51.389416,-0.3245145
1067,-0.2796052631578947,68,2021,D,51.366666,-0.414308
1066,-0.06849315068493156,68,2020,D,51.364858999999996,-0.414308
1065,-0.13725490196078427,68,2019,D,51.365275,-0.413578
1064,0.3943181818181818,68,2018,D,51.364443,-0.413463
1063,-0.050529747351263254,68,2017,D,51.364443,-0.415038
1062,0.0866952789699571,68,2016,D,51.363913000000004,-0.413578
1061,0.12164296998420232,68,2015,D,51.363913000000004,-0.41242
1060,-0.147887323943662,68,2014,D,51.365736,-0.41201000000000004
1059,0.008264462809917328,68,2013,D,51.362567999999996,-0.4141495
1058,-0.008196721311475419,68,2012,D,51.363913000000004,-0.413463
1057,-0.2851157024793388,68,2011,D,51.364443,-0.4135205
1079,9.487804878048781,69,2021,F,51.380713,-0.3694095
1078,-0.6674418604651162,69,2020,F,51.37791,-0.369704
1077,2.1468531468531467,69,2019,F,51.379791499999996,-0.3697515
1076,-0.9008888888888889,69,2018,F,51.37791,-0.36995700000000004
1075,0.4405829596412556,69,2017,F,51.380713,-0.3697515
1074,-0.8443579766536965,69,2016,F,51.380713,-0.369115
1073,4.1,69,2015,F,51.380713,-0.369115
1072,8.411764705882353,69,2014,F,51.380713,-0.369115
1071,0.08333333333333326,69,2013,F,51.37791,-0.370083
1070,-0.03173076923076923,69,2012,F,51.37791,-0.37002
1069,0.09235352532274077,69,2011,F,51.37791,-0.370083
1113,0.07843137254901955,71,2021,D,51.365809999999996,-0.444137
1110,-0.31818181818181823,71,2020,D,51.364857,-0.44326000000000004
1107,0.7066666666666668,71,2019,D,51.365259,-0.44424149999999996
1104,-0.15234375,71,2018,D,51.367339,-0.444546
1101,0.13852534562211982,71,2017,D,51.367339,-0.445676
1098,0.005828543673601638,71,2016,D,51.36541,-0.446249
1095,0.07042253521126751,71,2015,D,51.368354000000004,-0.44507
1092,-0.2962406015037594,71,2014,D,51.364306,-0.444057
1089,-0.25213675213675213,71,2013,D,51.366696999999995,-0.444862
1086,0.4928571428571429,71,2012,D,51.367196,-0.445191
1083,-0.27271770334928225,71,2011,D,51.364588,-0.444546
1114,-0.31818181818181823,71,2021,F,51.3668945,-0.4451075
1111,0.6190476190476191,71,2020,F,51.366904,-0.44428599999999996
1108,-0.47058823529411764,71,2019,F,51.366904,-0.44415699999999997
1105,-0.026666666666666616,71,2018,F,51.366199,-0.445837
1102,0.9748858447488584,71,2017,F,51.366776,-0.44622150000000005
1099,-0.19075144508670516,71,2016,F,51.366776,-0.445896
1096,-0.6714285714285715,71,2015,F,51.366884999999996,-0.445837
1093,1.151086956521739,71,2014,F,51.36701,-0.4451075
1090,0.2127134916624558,71,2013,F,51.36701,-0.44586400000000004
1087,0.7491958199303321,71,2012,F,51.366122999999995,-0.44660600000000006
1084,0.5626488804192473,71,2011,F,51.36701,-0.444174
1115,0.7553191489361701,71,2021,T,51.367089,-0.44621400000000006
1112,-0.04847272727272722,71,2020,T,51.3655555,-0.4465180000000001
1109,-0.1956790359358479,71,2019,T,51.3645895,-0.445078
1106,0.6629711751662972,71,2018,T,51.3648095,-0.44684100000000004
1103,-0.5952380952380952,71,2017,T,51.366145,-0.44591099999999995
1100,0.5274376470588236,71,2016,T,51.365993,-0.447724
1097,-0.3206615924246835,71,2015,T,51.365532,-0.44626400000000005
1094,0.06575963718820854,71,2014,T,51.3660125,-0.445438
1091,-0.25531914893617025,71,2013,T,51.366574,-0.446995
1088,-0.2747142857142857,71,2012,T,51.365223,-0.447567
1085,-0.2117392160724838,71,2011,T,51.3667365,-0.4460505
1127,0.2727272727272727,72,2021,F,51.372704999999996,-0.46334850000000005
1126,2.0,72,2020,F,51.372443,-0.46437700000000004
1125,-0.7083333333333333,72,2019,F,51.370553,-0.46323000000000003
1124,-1.0277551020408162,72,2018,F,51.372704999999996,-0.46125900000000003
1123,8.411764705882353,72,2017,F,51.372704999999996,-0.4617895
1122,-10.0609375,72,2016,F,51.3705,-0.46285699999999996
1121,0.08984307639248157,72,2015,F,51.371964500000004,-0.4637535
1120,-0.6835443037974683,72,2014,F,51.372003,-0.46285699999999996
1119,1.35,72,2013,F,51.371926,-0.46437700000000004
1118,-0.1297872340425532,72,2012,F,51.372698,-0.4630735
1117,0.22249388753056243,72,2011,F,51.372003,-0.4638095
1172,0.23449862521744014,73,2021,D,51.3926,-0.33790200000000004
1168,-0.045454545454545414,73,2020,D,51.391865,-0.331727
1164,-0.4228571428571428,73,2019,D,51.391678,-0.333787
1160,0.2458745874587458,73,2018,D,51.391803,-0.336823
1156,-0.039735099337748325,73,2017,D,51.391865,-0.333787
1152,0.5241379310344827,73,2016,D,51.391876999999994,-0.3359575
1148,-0.3904714932126697,73,2015,D,51.388987,-0.3349715
1144,-0.09439682626880208,73,2014,D,51.393299,-0.3335985
1140,-0.16386589064677437,73,2013,D,51.393489,-0.33237
1136,0.3529411764705883,73,2012,D,51.390954,-0.33316799999999996
1132,-0.1594057971014493,73,2011,D,51.392469,-0.338293
1173,0.1241217798594847,73,2021,F,51.394981,-0.338853
1169,0.02499999999999991,73,2020,F,51.395157,-0.339254
1165,-0.14634146341463417,73,2019,F,51.394981,-0.339883
1161,0.07904761904761903,73,2018,F,51.393361,-0.336461
1157,0.30847308031774046,73,2017,F,51.395069,-0.3395685
1153,-0.19392917369308604,73,2016,F,51.3928365,-0.338853
1149,-0.09623430962343094,73,2015,F,51.394981,-0.338853
1145,-0.49768518518518523,73,2014,F,51.39451,-0.339254
1141,0.10599078341013835,73,2013,F,51.395157,-0.3380385
1137,-0.15000000000000002,73,2012,F,51.395069,-0.3380385
1133,0.02941176470588225,73,2011,F,51.39523,-0.3395685
1174,-0.29820971867007673,73,2021,S,51.394129,-0.33677199999999996
1170,-0.17492711370262393,73,2020,S,51.394541,-0.33637399999999995
1166,0.5371024734982333,73,2019,S,51.394442,-0.336721
1162,-0.11494252873563215,73,2018,S,51.393153000000005,-0.3412775
1158,0.24675324675324672,73,2017,S,51.394442,-0.336002
1154,-0.14583333333333337,73,2016,S,51.393153000000005,-0.336721
1150,0.007317073170731714,73,2015,S,51.3931135,-0.33670849999999997
1146,-0.24636803874092006,73,2014,S,51.393361,-0.336188
1142,-0.09236947791164662,73,2013,S,51.394285499999995,-0.33677199999999996
1138,-0.07079646017699115,73,2012,S,51.391625000000005,-0.3363229999999999
1134,-0.18285714285714283,73,2011,S,51.393744999999996,-0.33641499999999996
1175,0.3422222222222222,73,2021,T,51.395936,-0.33627199999999996
1171,0.03478476821192045,73,2020,T,51.395894,-0.3363229999999999
1167,-0.060975024399609556,73,2019,T,51.394541,-0.33627199999999996
1163,-0.01601635713068661,73,2018,T,51.395823,-0.335459
1159,-0.4199134199134199,73,2017,T,51.395936,-0.336461
1155,0.5343283582089553,73,2016,T,51.395894,-0.33637399999999995
1151,-0.2569066147859922,73,2015,T,51.395894,-0.336002
1147,0.49234192957193357,73,2014,T,51.395894,-0.336002
1143,-0.1578947368421053,73,2013,T,51.394541,-0.336002
1139,-0.583125,73,2012,T,51.395894,-0.336002
1135,-0.03998000999500251,73,2011,T,51.395894,-0.33627199999999996
1187,0.3402061855670102,75,2021,D,51.368046,-0.375585
1186,0.6000000000000001,75,2020,D,51.369515,-0.375585
1185,-0.3028846153846154,75,2019,D,51.364898499999995,-0.375981
1184,-0.04482758620689653,75,2018,D,51.368472499999996,-0.376846
1183,-0.04332129963898912,75,2017,D,51.369515,-0.376739
1182,-0.25283018867924534,75,2016,D,51.3666575,-0.376384
1181,0.21212121212121215,75,2015,D,51.368446999999996,-0.376384
1180,0.4375,75,2014,D,51.368446999999996,-0.376384
1179,-0.29565217391304344,75,2013,D,51.3682465,-0.376384
1178,0.1934156378600822,75,2012,D,51.369674,-0.3753055
1177,-0.46619999999999995,75,2011,D,51.364832,-0.375585
1221,-2.467391304347826,78,2021,F,51.333401,-0.41801499999999997
1218,-13.148148148148149,78,2020,F,51.333022,-0.41696500000000003
1215,-0.9512195121951219,78,2019,F,51.332112,-0.416652
1212,2.665,78,2018,F,51.333401,-0.41801499999999997
1209,-1.115961800818554,78,2017,F,51.332384000000005,-0.41801499999999997
1206,-3.3529411764705883,78,2016,F,51.333401,-0.41820100000000004
1203,-0.85,78,2015,F,51.333401,-0.418397
1200,-5.0,78,2014,F,51.333401,-0.41820100000000004
1197,-12.979166666666666,78,2013,F,51.333401,-0.41820100000000004
1194,-0.7565217391304347,78,2012,F,51.332049,-0.418397
1191,0.2857142857142858,78,2011,F,51.3325435,-0.418991
1222,-1.6896551724137931,78,2021,S,51.3334435,-0.4170165
1219,0.06666666666666665,78,2020,S,51.334615,-0.416813
1216,-0.53125,78,2019,S,51.333784,-0.41722
1213,-3.3333333333333335,78,2018,S,51.333784,-0.417872
1210,-2.5,78,2017,S,51.334615,-0.417872
1207,-0.9523809523809523,78,2016,S,51.332440000000005,-0.420912
1204,13.6,78,2015,S,51.334615,-0.41602149999999993
1201,-0.04109589041095896,78,2014,S,51.334283,-0.41815499999999994
1198,-0.1071428571428571,78,2013,S,51.33425,-0.417416
1195,0.6319999999999999,78,2012,S,51.334946,-0.417334
1192,-0.46568627450980393,78,2011,S,51.334874,-0.417872
1223,0.33333333333333326,78,2021,T,51.3353875,-0.4179435
1220,1.5596428571428573,78,2020,T,51.335868,-0.41629099999999997
1217,-0.5260685549509325,78,2019,T,51.332488,-0.4173365
1214,0.5358194308145241,78,2018,T,51.335498,-0.4179435
1211,-0.26517571884984026,78,2017,T,51.334102,-0.41776
1208,-0.3913043478260869,78,2016,T,51.335498,-0.41591300000000003
1205,-0.05785714285714283,78,2015,T,51.335498,-0.417416
1202,0.5163002274450341,78,2014,T,51.335498,-0.41790150000000004
1199,-1.0,78,2013,T,51.335752,-0.41574099999999997
1196,-inf,78,2012,T,51.334688,-0.4177155
1193,-1.0125786163522013,78,2011,T,51.335868,-0.41629099999999997
1246,0.44166666666666665,79,2021,D,51.330336,-0.37227299999999997
1244,0.09826589595375723,79,2020,D,51.330909999999996,-0.3722175
1242,0.43157894736842106,79,2019,D,51.329834000000005,-0.369475
1240,-0.40808823529411764,79,2018,D,51.331595,-0.3717065
1238,-0.3788819875776398,79,2017,D,51.330968,-0.37196999999999997
1236,0.5,79,2016,D,51.329762,-0.372197
1234,-0.2733333333333333,79,2015,D,51.330968,-0.372308
1232,-0.13761467889908252,79,2014,D,51.330541,-0.37185100000000004
1230,-0.08510638297872342,79,2013,D,51.331250499999996,-0.3720835
1228,-0.16279069767441856,79,2012,D,51.330909999999996,-0.372197
1226,-0.30552777777777773,79,2011,D,51.328846,-0.3717065
1247,0.32380952380952377,79,2021,S,51.329844,-0.366638
1245,-0.19784172661870503,79,2020,S,51.331261,-0.368111
1243,-0.5291479820627802,79,2019,S,51.3302975,-0.3662095
1241,-0.33333333333333337,79,2018,S,51.330541,-0.368111
1239,1.1428571428571428,79,2017,S,51.329844,-0.36683499999999997
1237,-0.33333333333333337,79,2016,S,51.330541,-0.36648400000000003
1235,-0.29500000000000004,79,2015,S,51.329343,-0.366638
1233,2.5460992907801416,79,2014,S,51.330541,-0.367241
1231,-0.778,79,2013,S,51.330541,-0.366638
1229,0.6216216216216217,79,2012,S,51.329343,-0.3662575
1227,-0.6666666666666667,79,2011,S,51.329260500000004,-0.36648400000000003
1259,-0.09499999999999997,80,2021,T,51.377608,-0.458658
1258,0.7900920810313075,80,2020,T,51.377421,-0.459131
1257,-0.27594082426287525,80,2019,T,51.377608,-0.45614899999999997
1256,-0.31798806479113384,80,2018,T,51.377608,-0.45718100000000006
1255,0.6875,80,2017,T,51.377608,-0.458658
1254,-0.2592592592592593,80,2016,T,51.377234,-0.45614899999999997
1253,0.07000000000000006,80,2015,T,51.377983,-0.45614899999999997
1252,-0.2180685358255452,80,2014,T,51.377234,-0.45791950000000003
1251,0.10358565737051784,80,2013,T,51.377608,-0.45791950000000003
1250,-0.11877256317689533,80,2012,T,51.377778500000005,-0.45791950000000003
1249,0.6675542810323638,80,2011,T,51.377608,-0.458658
1282,-0.6371134020618556,81,2021,D,51.383609,-0.3550295
1280,1.25,81,2020,D,51.382181,-0.35604600000000003
1278,-0.46464646464646464,81,2019,D,51.383379,-0.356159
1276,0.8962264150943395,81,2018,D,51.38455,-0.356159
1274,0.12437810945273631,81,2017,D,51.383193,-0.357205
1272,-0.18141592920353977,81,2016,D,51.383614,-0.356894
1270,-0.25621621621621626,81,2015,D,51.383379,-0.358428
1268,0.1991279069767442,81,2014,D,51.383223,-0.35604600000000003
1266,-0.048484848484848464,81,2013,D,51.38455,-0.35604600000000003
1264,0.0573248407643312,81,2012,D,51.3834915,-0.356774
1262,-0.3975783132530121,81,2011,D,51.383379,-0.35835500000000003
1283,0.08749999999999991,81,2021,S,51.380101,-0.361702
1281,0.07183908045977017,81,2020,S,51.381336000000005,-0.357058
1279,-0.1420911528150134,81,2019,S,51.380682,-0.356976
1277,0.5625,81,2018,S,51.380624,-0.361099
1275,-0.07399999999999995,81,2017,S,51.381315,-0.356894
1273,-0.35043196544276456,81,2016,S,51.381642,-0.357058
1271,0.12219451371571077,81,2015,S,51.380682,-0.358803
1269,-0.11111111111111116,81,2014,S,51.381499500000004,-0.357058
1267,-0.25,81,2013,S,51.381859999999996,-0.359694
1265,0.24444444444444446,81,2012,S,51.381357,-0.36140100000000003
1263,-0.9598214285714286,81,2011,S,51.380624,-0.35714
1295,0.2523481527864746,82,2021,D,51.325272999999996,-0.39702800000000005
1294,-0.48750000000000004,82,2020,D,51.32563,-0.395597
1293,0.7048780487804878,82,2019,D,51.325245499999994,-0.39617199999999997
1292,-0.24177396280400576,82,2018,D,51.325685,-0.39521049999999996
1291,0.32830188679245276,82,2017,D,51.324315000000006,-0.39617199999999997
1290,-0.2670454545454546,82,2016,D,51.3256575,-0.39521049999999996
1289,0.8449612403100775,82,2015,D,51.324369,-0.39453649999999996
1288,-0.29201680672268904,82,2014,D,51.325565999999995,-0.39424899999999996
1287,-0.09792284866468848,82,2013,D,51.3256575,-0.39492299999999997
1286,0.15625,82,2012,D,51.325565999999995,-0.395597
1285,-0.29444665718349927,82,2011,D,51.325697500000004,-0.395597
1329,-0.54,84,2021,F,51.388923999999996,-0.31786
1326,0.5739130434782609,84,2020,F,51.391054,-0.320318
1323,0.3812154696132597,84,2019,F,51.3876205,-0.3185635
1320,0.1863999999999999,84,2018,F,51.389551000000004,-0.317695
1317,0.11598111935266342,84,2017,F,51.388923999999996,-0.31786
1314,-0.21450151057401812,84,2016,F,51.387763,-0.3180455
1311,1.1769230769230767,84,2015,F,51.391054,-0.318231
1308,-0.7102473498233215,84,2014,F,51.391052,-0.317695
1305,-0.024390243902439046,84,2013,F,51.388923999999996,-0.317695
1302,1.5625,84,2012,F,51.389387,-0.3168915
1299,-0.6,84,2011,F,51.389387,-0.31703899999999996
1330,-0.3418181818181818,84,2021,S,51.3853495,-0.320737
1327,0.7532228360957642,84,2020,S,51.385608,-0.3185455
1324,0.7289915966386555,84,2019,S,51.386247999999995,-0.318096
1321,-0.6038882138517618,84,2018,S,51.388333,-0.31837099999999996
1318,0.027607361963190247,84,2017,S,51.38556199999999,-0.31830349999999996
1315,0.029850746268656803,84,2016,S,51.386016999999995,-0.318893
1312,0.16521739130434776,84,2015,S,51.38865,-0.318096
1309,-0.3532338308457711,84,2014,S,51.385377000000005,-0.319282
1306,0.7692307692307692,84,2013,S,51.386247999999995,-0.318096
1303,-0.9347826086956522,84,2012,S,51.387478,-0.318096
1300,16.333333333333332,84,2011,S,51.386247999999995,-0.318849
1331,-0.2376681614349776,84,2021,T,51.390007000000004,-0.318409
1328,0.11765882352941182,84,2020,T,51.390186,-0.318096
1325,-0.2664287744339533,84,2019,T,51.390186,-0.318096
1322,0.01879753192710565,84,2018,T,51.390390000000004,-0.32061
1319,0.5422535211267605,84,2017,T,51.389703,-0.31875299999999995
1316,-0.15068493150684936,84,2016,T,51.390007000000004,-0.317869
1313,-0.09446236559139787,84,2015,T,51.390007000000004,-0.318511
1310,-0.008490173959508351,84,2014,T,51.390048500000006,-0.318849
1307,-0.05688622754491013,84,2013,T,51.390186,-0.317869
1304,-0.07295238095238099,84,2012,T,51.389316,-0.32061
1301,-0.12321073899048007,84,2011,T,51.390186,-0.317869
1343,-0.49044585987261147,87,2021,D,51.331168,-0.399994
1342,1.1,87,2020,D,51.329233,-0.401932
1341,-0.5416666666666667,87,2019,D,51.330252,-0.400248
1340,0.7532467532467533,87,2018,D,51.3293385,-0.40060999999999997
1339,-0.317037037037037,87,2017,D,51.329233,-0.4006825
1338,1.8768980477223427,87,2016,D,51.330135,-0.398933
1337,-0.23091423185673887,87,2015,D,51.3293385,-0.3985975
1336,0.32352941176470584,87,2014,D,51.330135,-0.398721
1335,-0.4629629629629629,87,2013,D,51.330819,-0.40069099999999996
1334,-0.2693103448275862,87,2012,D,51.330819,-0.401117
1333,-0.39593204341670596,87,2011,D,51.329543,-0.39935750000000003
1366,-0.2946428571428571,88,2021,D,51.357513,-0.339495
1364,0.03797468354430378,88,2020,D,51.357765,-0.336971
1362,-0.4085365853658537,88,2019,D,51.355658,-0.340602
1360,0.9690721649484537,88,2018,D,51.358543,-0.338821
1358,-0.5366492146596858,88,2017,D,51.357765,-0.338821
1356,1.305084745762712,88,2016,D,51.3559165,-0.3406195
1354,-0.5,88,2015,D,51.356774,-0.3424605
1352,0.3549019607843138,88,2014,D,51.3589055,-0.33968950000000003
1350,0.6208393632416787,88,2013,D,51.356385,-0.34122800000000003
1348,-0.5535714285714286,88,2012,D,51.355796999999995,-0.34165500000000004
1346,-1.09598,88,2011,D,51.356336999999996,-0.3404815
1367,-0.448780487804878,88,2021,S,51.354951,-0.338826
1365,1.106194690265487,88,2020,S,51.354951,-0.33888
1363,-0.5010504201680672,88,2019,S,51.355796999999995,-0.339495
1361,0.0189473684210526,88,2018,S,51.354434000000005,-0.338826
1359,0.634297520661157,88,2017,S,51.354434000000005,-0.338826
1357,0.8710493046776233,88,2016,S,51.355977499999995,-0.339669
1355,-0.6148648648648649,88,2015,S,51.355796999999995,-0.34016199999999996
1353,-0.052631578947368474,88,2014,S,51.354951,-0.3391875
1351,-0.48888888888888893,88,2013,S,51.354434000000005,-0.338826
1349,1.971014492753623,88,2012,S,51.354434000000005,-0.338826
1347,-0.673170731707317,88,2011,S,51.355351,-0.339495
1379,-0.028298670303443574,91,2021,D,51.3331525,-0.38766449999999997
1378,0.01754385964912286,91,2020,D,51.332824,-0.384081
1377,-0.16091379310344822,91,2019,D,51.332231,-0.387173
1376,-0.19658084533667575,91,2018,D,51.3331845,-0.387177
1375,0.7442455242966752,91,2017,D,51.333996,-0.387169
1374,-0.4046920821114369,91,2016,D,51.331978,-0.386156
1373,0.049261083743842304,91,2015,D,51.33322,-0.387169
1372,0.18075117370892024,91,2014,D,51.333996,-0.386058
1371,0.041749502982107334,91,2013,D,51.333188,-0.387169
1370,-0.16030534351145043,91,2012,D,51.3316935,-0.3877065
1369,-0.45454090909090905,91,2011,D,51.333252,-0.387261
1391,0.3925925925925926,93,2021,S,51.3859595,-0.409461
1390,-0.4122340425531915,93,2020,S,51.38499,-0.410292
1389,0.49321266968325794,93,2019,S,51.3865285,-0.409435
1388,-0.045454545454545414,93,2018,S,51.386525,-0.409461
1387,-0.04761904761904767,93,2017,S,51.3865285,-0.4102815
1386,-0.16666666666666663,93,2016,S,51.385113,-0.408953
1385,-0.24,93,2015,S,51.386525,-0.409461
1384,0.763157894736842,93,2014,S,51.386532,-0.410292
1383,-0.791044776119403,93,2013,S,51.38499,-0.4101815
1382,0.5707142857142857,93,2012,S,51.386548499999996,-0.408902
1381,0.4542974079126876,93,2011,S,51.386548499999996,-0.40944800000000003
1403,-0.4838709677419355,95,2021,T,51.409101500000006,-0.36430799999999997
1402,0.16256249999999994,95,2020,T,51.408654999999996,-0.363906
1401,0.05854523950325241,95,2019,T,51.408839,-0.363452
1400,-0.1188420518029456,95,2018,T,51.409009499999996,-0.36413399999999996
1399,-0.1642651296829971,95,2017,T,51.4085955,-0.363452
1398,-0.24137931034482762,95,2016,T,51.408536,-0.363906
1397,0.13636363636363646,95,2015,T,51.408839,-0.363906
1396,-0.040000000000000036,95,2014,T,51.408747,-0.364719
1395,0.5,95,2013,T,51.408839,-0.364719
1394,-0.4772222222222222,95,2012,T,51.409123,-0.36372299999999996
1393,0.5419766206163656,95,2011,T,51.408654999999996,-0.364719
1415,-0.1893203883495146,96,2021,F,51.384464,-0.336
1414,0.3772455089820359,96,2020,F,51.3843795,-0.336326
1413,-0.4782608695652174,96,2019,F,51.384786,-0.33169499999999996
1412,0.01333333333333342,96,2018,F,51.383752,-0.332692
1411,1.1628289473684212,96,2017,F,51.382099,-0.336652
1410,-0.12547528517110262,96,2016,F,51.384786,-0.33154949999999994
1409,0.4608695652173913,96,2015,F,51.384295,-0.332692
1408,-0.31547619047619047,96,2014,F,51.384786,-0.33169499999999996
1407,-0.4782608695652174,96,2013,F,51.3843795,-0.3319385
1406,0.4833333333333334,96,2012,F,51.384295,-0.33169499999999996
1405,-0.3258426966292135,96,2011,F,51.384786,-0.33154949999999994
1427,-0.41721854304635764,98,2021,D,51.338976,-0.393968
1426,0.13636363636363646,98,2020,D,51.339242,-0.392303
1425,0.2124999999999999,98,2019,D,51.339242,-0.393836
1424,-0.33319587628865976,98,2018,D,51.3372815,-0.3948435
1423,0.17810760667903525,98,2017,D,51.339359,-0.39255300000000004
1422,0.6220472440944882,98,2016,D,51.3390105,-0.39411450000000003
1421,-0.44822006472491904,98,2015,D,51.336303,-0.394965
1420,0.6715542521994136,98,2014,D,51.3395235,-0.3930385
1419,0.024561403508772006,98,2013,D,51.33875,-0.394965
1418,-0.4143835616438356,98,2012,D,51.336482000000004,-0.39584600000000003
1417,-0.18712865497076026,98,2011,D,51.339242,-0.39255300000000004
