,yoy,cluster,Year,Type,Latitude,Longitude
473,-0.2632911392405063,35,2012,F,51.364964,-0.43715
471,0.2714776632302405,35,2011,F,51.363895,-0.439896
503,0.013513513513513598,37,2021,D,51.356582,-0.457237
502,0.31333333333333324,37,2020,D,51.357883,-0.45695399999999997
501,-0.11675126903553301,37,2019,D,51.356790000000004,-0.457879
500,0.41954022988505746,37,2018,D,51.356998,-0.457879
499,-0.4251012145748988,37,2017,D,51.356998,-0.457725
498,-0.3098591549295775,37,2016,D,51.357724000000005,-0.4584085
497,0.8979591836734695,37,2015,D,51.357616,-0.45851000000000003
496,-0.4408602150537635,37,2014,D,51.356725,-0.4576515
495,-0.04807692307692313,37,2013,D,51.357616,-0.45833100000000004
494,0.38383838383838387,37,2012,D,51.358361,-0.4565015
493,0.5839562043795621,37,2011,D,51.35815,-0.45849799999999996
515,3.482758620689655,38,2021,F,51.371635999999995,-0.455459
514,-0.15384615384615385,38,2020,F,51.371469,-0.455459
513,-2.3636363636363633,38,2019,F,51.371635999999995,-0.456776
512,-1.1226666666666667,38,2018,F,51.372721000000006,-0.45717700000000006
511,-4.584239130434783,38,2017,F,51.372139000000004,-0.456534
510,-0.3934799090219864,38,2016,F,51.37209299999999,-0.4555365
509,-0.09999999999999998,38,2015,F,51.371635999999995,-0.4571465
508,-1.5708333333333333,38,2014,F,51.372458,-0.45717700000000006
507,-2.9464720194647205,38,2013,F,51.372721000000006,-0.45745800000000003
506,2.0,38,2012,F,51.371469,-0.455459
505,-0.16666666666666663,38,2011,F,51.371635999999995,-0.45717700000000006
538,1.0417633410672855,39,2021,F,51.329751,-0.41069700000000003
536,-0.07331136363636359,39,2020,F,51.327895,-0.41069700000000003
534,-0.4616707092457749,39,2019,F,51.327895,-0.41069700000000003
532,-0.5143507972665148,39,2018,F,51.330597,-0.413091
530,-0.23076923076923073,39,2017,F,51.330323,-0.4136085
528,2.3835365853658534,39,2016,F,51.330323,-0.41155600000000003
526,0.06685889349432328,39,2015,F,51.330323,-0.41157750000000004
524,-0.6621621621621622,39,2014,F,51.330323,-0.413447
522,2.22,39,2013,F,51.330323,-0.41155600000000003
520,-0.6917950310559007,39,2012,F,51.330323,-0.4142855
518,3.131315370508454,39,2011,F,51.330323,-0.4126705
539,-0.368421052631579,39,2021,S,51.329605,-0.409441
537,0.09259259259259256,39,2020,S,51.330635,-0.4107
535,-0.4279661016949152,39,2019,S,51.330098,-0.408851
533,2.3925925925925924,39,2018,S,51.330954,-0.409938
531,-0.6069868995633187,39,2017,S,51.330151,-0.408851
529,0.6222222222222222,39,2016,S,51.330535,-0.408851
527,0.13013698630136994,39,2015,S,51.329661,-0.408165
525,0.0,39,2014,S,51.330535,-0.409441
523,-0.06060606060606055,39,2013,S,51.329605,-0.409441
521,-0.5967741935483871,39,2012,S,51.329605,-0.409441
519,0.23960000000000004,39,2011,S,51.330535,-0.408851
562,-0.7336956521739131,40,2021,D,51.363455,-0.346683
560,0.7755102040816326,40,2020,D,51.362201,-0.345337
558,0.4431632183908045,40,2019,D,51.3643145,-0.346637
556,0.3699153838311755,40,2018,D,51.363946999999996,-0.345656
554,-0.43023255813953487,40,2017,D,51.364053999999996,-0.3472055
552,0.510204081632653,40,2016,D,51.362201,-0.345354
550,0.2432432432432432,40,2015,D,51.362201,-0.34495
548,-0.125,40,2014,D,51.362173,-0.346005
546,-0.10559006211180122,40,2013,D,51.3618425,-0.3459725
544,-0.08819444444444446,40,2012,D,51.361593,-0.345339
542,-0.18124904798172126,40,2011,D,51.361354,-0.346591
563,-0.232183908045977,40,2021,S,51.363613,-0.347031
561,0.31137724550898205,40,2020,S,51.363333499999996,-0.34714999999999996
559,-0.2465753424657534,40,2019,S,51.362062,-0.34727199999999997
557,0.24242424242424243,40,2018,S,51.363946999999996,-0.34747100000000003
555,-0.15243902439024393,40,2017,S,51.362291,-0.3460485
553,-0.014388489208633115,40,2016,S,51.361962000000005,-0.347524
551,0.15328467153284664,40,2015,S,51.3634435,-0.346409
549,-0.050000000000000044,40,2014,S,51.363946999999996,-0.34727199999999997
547,-0.20053297801465686,40,2013,S,51.363895,-0.347514
545,0.10000000000000009,40,2012,S,51.364043,-0.346486
543,-0.303030303030303,40,2011,S,51.361064,-0.346591
597,0.3846153846153846,43,2021,F,51.389165,-0.4038045
594,-0.011111111111111072,43,2020,F,51.389821,-0.40352
591,-0.101123595505618,43,2019,F,51.389872999999994,-0.4038895
588,-0.395,43,2018,F,51.3889,-0.40386500000000003
585,0.6942148760330578,43,2017,F,51.390846999999994,-0.404022
582,0.1707317073170731,43,2016,F,51.3889,-0.403914
579,-0.47916666666666663,43,2015,F,51.390204,-0.40386500000000003
576,0.0,43,2014,F,51.3889,-0.40363000000000004
573,0.050000000000000044,43,2013,F,51.388533,-0.403914
570,0.3904761904761904,43,2012,F,51.389165,-0.4038895
567,0.013698630136986356,43,2011,F,51.390048,-0.404022
598,0.6499999999999999,43,2021,S,51.3902365,-0.406726
595,-1.3636363636363638,43,2020,S,51.387609999999995,-0.405706
592,3.166666666666667,43,2019,S,51.389303000000005,-0.406061
589,-1.585,43,2018,S,51.389224999999996,-0.405969
586,0.36752136752136755,43,2017,S,51.3891755,-0.406726
583,-0.375,43,2016,S,51.389123999999995,-0.4071635
580,-2.2,43,2015,S,51.389146999999994,-0.407017
577,-0.6666666666666667,43,2014,S,51.391573,-0.406898
574,-1.5,43,2013,S,51.387710999999996,-0.40644899999999995
571,-3.8,43,2012,S,51.391573,-0.407848
568,1.8571428571428572,43,2011,S,51.387774,-0.405706
599,3.0,43,2021,T,51.390846999999994,-0.403914
596,-1.00025,43,2020,T,51.390846999999994,-0.40586300000000003
593,-4311.0,43,2019,T,51.390343,-0.403914
590,-0.09512761020881666,43,2018,T,51.390343,-0.40586300000000003
587,-1.641025641025641,43,2017,T,51.391756,-0.40385899999999997
584,-2.0,43,2016,T,51.390865,-0.4056335
581,-2.24,43,2015,T,51.390865,-0.4044165
578,-2.290322580645161,43,2014,T,51.390836,-0.40481100000000003
575,-2.1,43,2013,T,51.390846999999994,-0.403914
572,-1.225,43,2012,T,51.390343,-0.404022
569,2.878787878787879,43,2011,T,51.390883,-0.404022
633,-0.736842105263158,45,2021,D,51.382253,-0.394688
630,-1.7,45,2020,D,51.382754999999996,-0.395872
627,-6.714285714285714,45,2019,D,51.3798695,-0.395924
624,-1.325,45,2018,D,51.382589,-0.3972725
621,-1.3692307692307693,45,2017,D,51.379101,-0.394352
618,0.45833333333333326,45,2016,D,51.38313,-0.39814099999999997
615,0.7142857142857142,45,2015,D,51.382643,-0.395658
612,1.6666666666666665,45,2014,D,51.3794925,-0.394688
609,-0.9375,45,2013,D,51.381218,-0.395872
606,36.0,45,2012,D,51.379855,-0.396387
603,-1.1621891891891891,45,2011,D,51.382531,-0.395872
634,-0.3891891891891892,45,2021,S,51.381218,-0.394688
631,-0.22123893805309736,45,2020,S,51.381519,-0.39599
628,0.7045454545454546,45,2019,S,51.38236499999999,-0.39459299999999997
625,0.1499999999999999,45,2018,S,51.381826000000004,-0.394352
622,-0.1594202898550725,45,2017,S,51.3819155,-0.395946
619,-0.06896551724137934,45,2016,S,51.381826000000004,-0.394316
616,-0.2962962962962963,45,2015,S,51.381218,-0.394851
613,0.5789473684210527,45,2014,S,51.381519,-0.394619
610,-0.5003333333333333,45,2013,S,51.381368499999994,-0.396023
607,0.3342228152101401,45,2012,S,51.381856,-0.395872
604,-0.575,45,2011,S,51.382581,-0.396067
635,inf,45,2021,T,51.381149,-0.394851
632,-0.36821052631578943,45,2020,T,51.3810405,-0.39581
629,2.062312562479174,45,2019,T,51.381149,-0.39560500000000004
626,1.1980413492927093,45,2018,T,51.381995,-0.394851
623,-0.3811881188118812,45,2017,T,51.382032,-0.393009
620,-0.6,45,2016,T,51.38106,-0.395572
617,0.964,45,2015,T,51.38106,-0.396221
614,-0.45010183299389006,45,2014,T,51.380583,-0.396304
611,-0.33333333333333337,45,2013,T,51.382032,-0.394615
608,2.113888888888889,45,2012,T,51.382032,-0.396221
605,-0.2854594112399643,45,2011,T,51.381299,-0.39542
647,0.42771084337349397,46,2021,D,51.372531,-0.369845
646,-0.4092827004219409,46,2020,D,51.370090000000005,-0.36993400000000004
645,0.25,46,2019,D,51.372997,-0.36993400000000004
644,0.03142857142857136,46,2018,D,51.371331,-0.37004899999999996
643,0.1689750692520775,46,2017,D,51.369779,-0.36999150000000003
642,0.009478672985782088,46,2016,D,51.369232000000004,-0.36993400000000004
641,-0.24788732394366197,46,2015,D,51.370618,-0.37004899999999996
640,0.022980024968789037,46,2014,D,51.371354999999994,-0.36999150000000003
639,0.3546381712628768,46,2013,D,51.369925,-0.369632
638,-0.4691441441441442,46,2012,D,51.36894,-0.36993400000000004
637,0.2600848536274927,46,2011,D,51.369043,-0.36993400000000004
670,0.9339622641509433,48,2021,D,51.380955,-0.41895600000000005
668,-0.651219512195122,48,2020,D,51.381851,-0.420365
666,-0.5468531468531468,48,2019,D,51.3814315,-0.416667
664,1.4228395061728394,48,2018,D,51.3822685,-0.41536549999999994
662,-0.09554140127388533,48,2017,D,51.382008,-0.41622499999999996
660,-0.21126760563380287,48,2016,D,51.381381,-0.41613999999999995
658,1.4285714285714284,48,2015,D,51.382272,-0.418675
656,-0.3382352941176471,48,2014,D,51.380955,-0.417865
654,-0.061111111111111116,48,2013,D,51.381381,-0.41613999999999995
652,-0.05739644970414204,48,2012,D,51.3809265,-0.41613999999999995
650,0.3496672944130572,48,2011,D,51.3809265,-0.41778499999999996
671,-0.33224755700325737,48,2021,F,51.386004,-0.416663
669,-0.7959414634146341,48,2020,F,51.385963000000004,-0.4167465
667,-3.3905144387072097,48,2019,F,51.386004,-0.416663
665,-2.925,48,2018,F,51.38445,-0.41881499999999994
663,0.06961038961038968,48,2017,F,51.384006,-0.41797399999999996
661,-0.295774647887324,48,2016,F,51.384006,-0.419181
659,-0.2689655172413793,48,2015,F,51.384067,-0.417918
657,0.7028301886792452,48,2014,F,51.382767,-0.41797399999999996
655,-0.05817174515235457,48,2013,F,51.382662999999994,-0.417496
653,1.3529411764705883,48,2012,F,51.382937,-0.417679
651,-0.65,48,2011,F,51.382379,-0.417537
694,0.8363636363636364,49,2021,D,51.3348735,-0.4073065
692,-0.8465346534653465,49,2020,D,51.336362,-0.404008
690,0.4516129032258065,49,2019,D,51.335167999999996,-0.407346
688,1.3333333333333335,49,2018,D,51.3357025,-0.4061535
686,-0.17081904761904765,49,2017,D,51.335962,-0.404008
684,-0.747312321970045,49,2016,D,51.335962,-0.402775
682,1.7400000000000002,49,2015,D,51.3344865,-0.40459849999999997
680,0.06171201061712006,49,2014,D,51.335962,-0.40639400000000003
678,-0.4375,49,2013,D,51.335265,-0.406046
676,-0.38888888888888884,49,2012,D,51.335962,-0.40574899999999997
674,1.6364545454545456,49,2011,D,51.334213999999996,-0.404643
695,-0.42121212121212126,49,2021,S,51.334303999999996,-0.40929899999999997
693,-0.02617801047120416,49,2020,S,51.336087,-0.40647350000000004
691,0.706989247311828,49,2019,S,51.333208,-0.40761
689,-0.49606299212598426,49,2018,S,51.333755999999994,-0.4068715
687,0.140625,49,2017,S,51.334584,-0.407527
685,0.6712328767123288,49,2016,S,51.333327999999995,-0.406328
683,-0.14754098360655743,49,2015,S,51.333755999999994,-0.406253
681,-0.11538461538461542,49,2014,S,51.334864,-0.406604
679,0.15217391304347827,49,2013,S,51.33314,-0.4074
677,0.16981132075471694,49,2012,S,51.3334425,-0.4074
675,-0.4193548387096774,49,2011,S,51.332454,-0.40929899999999997
718,0.12903225806451624,50,2021,F,51.373979,-0.43919600000000003
716,0.2857142857142858,50,2020,F,51.372575,-0.43961300000000003
714,-0.6666666666666667,50,2019,F,51.371885,-0.439551
712,3.2199999999999998,50,2018,F,51.368984999999995,-0.43792200000000003
710,-0.18641390205371244,50,2017,F,51.374313,-0.440044
708,0.16504854368932032,50,2016,F,51.370447,-0.43792200000000003
706,-0.2833333333333333,50,2015,F,51.37483950000001,-0.43936149999999996
704,-0.1937209302325581,50,2014,F,51.373257,-0.43904799999999994
702,-0.23565041822901645,50,2013,F,51.373257,-0.43919600000000003
700,2.5849056603773586,50,2012,F,51.373338000000004,-0.4395755
698,-0.2894736842105263,50,2011,F,51.373426,-0.4394675
719,0.4766839378238341,50,2021,T,51.37368,-0.438988
717,-0.19033333333333335,50,2020,T,51.373946000000004,-0.43821000000000004
715,0.48837511646551546,50,2019,T,51.3739255,-0.438319
713,-0.6040908429174552,50,2018,T,51.372924,-0.43821000000000004
711,0.673101673101673,50,2017,T,51.373667499999996,-0.438988
709,0.5824175824175823,50,2016,T,51.373783,-0.4385715
707,-0.0888888888888889,50,2015,T,51.37368,-0.43821000000000004
705,-0.333079268292683,50,2014,T,51.374134999999995,-0.43871499999999997
703,-0.37142857142857144,50,2013,T,51.374134999999995,-0.4384625
701,0.2185454545454546,50,2012,T,51.372924,-0.438988
699,-0.1342882721575649,50,2011,T,51.3738005,-0.43821000000000004
742,-0.4339622641509434,51,2021,D,51.40121,-0.347065
740,-0.41666666666666663,51,2020,D,51.401928000000005,-0.347486
738,1.7857142857142856,51,2019,D,51.399907,-0.347065
736,-0.617948717948718,51,2018,D,51.401771499999995,-0.346866
734,0.3959731543624161,51,2017,D,51.404408,-0.34949149999999995
732,0.05769230769230771,51,2016,D,51.4009,-0.349813
730,0.16363636363636358,51,2015,D,51.402736,-0.3501035
728,-0.42578125,51,2014,D,51.401928000000005,-0.347486
726,-0.5006802721088435,51,2013,D,51.400645999999995,-0.3472485
724,2.4059945504087192,51,2012,D,51.4003635,-0.3480375
722,-0.743992,51,2011,D,51.403234999999995,-0.350394
743,-0.09205548549810849,51,2021,F,51.401483,-0.34541499999999997
741,0.04166666666666674,51,2020,F,51.401441,-0.345647
739,-0.09333333333333338,51,2019,F,51.401221500000005,-0.3470685
737,0.004705882352941115,51,2018,F,51.401483,-0.345647
735,0.2016978922716628,51,2017,F,51.401483,-0.347011
733,0.09013398294762487,51,2016,F,51.401483,-0.34624699999999997
731,-0.5396648044692738,51,2015,F,51.401233000000005,-0.3441545
729,-0.2766990291262136,51,2014,F,51.401957,-0.345647
727,0.15436241610738266,51,2013,F,51.401483,-0.345647
725,0.6715116279069768,51,2012,F,51.401885,-0.345647
723,-0.11304347826086958,51,2011,F,51.401885,-0.345647
766,-0.4083333333333333,52,2021,S,51.367458,-0.397807
764,0.9154929577464788,52,2020,S,51.369751,-0.397992
762,0.21323529411764697,52,2019,S,51.367262,-0.399511
760,-0.8787878787878788,52,2018,S,51.369751,-0.3978995
758,0.5,52,2017,S,51.367458,-0.397807
756,1.8333333333333335,52,2016,S,51.368506499999995,-0.3978995
754,0.3647058823529412,52,2015,S,51.369461,-0.397807
752,-0.6982758620689655,52,2014,S,51.369461,-0.398362
750,-1.1857142857142857,52,2013,S,51.369461,-0.397723
748,-12.153846153846153,52,2012,S,51.369461,-0.3978995
746,-0.35862068965517246,52,2011,S,51.3693445,-0.399812
767,-0.2908163265306123,52,2021,T,51.370138,-0.399296
765,0.5108633093525179,52,2020,T,51.36736,-0.400219
763,-0.7290605209275749,52,2019,T,51.367458,-0.39947699999999997
761,1.6713532513181018,52,2018,T,51.3657385,-0.39751650000000005
759,-0.046052631578947345,52,2017,T,51.367113,-0.397036
757,-0.017241379310344862,52,2016,T,51.370442,-0.397036
755,-0.06316491228070176,52,2015,T,51.368320999999995,-0.3978315
753,-0.06366339822770206,52,2014,T,51.368604500000004,-0.39858499999999997
751,-0.472,52,2013,T,51.36736,-0.40135600000000005
749,0.031818181818181746,52,2012,T,51.366504,-0.398437
747,0.6167400881057268,52,2011,T,51.368604500000004,-0.397807
779,-0.16864608076009502,53,2021,D,51.331751,-0.3583895
778,0.2342857142857142,53,2020,D,51.331795,-0.357631
777,-0.2222222222222222,53,2019,D,51.331537,-0.356346
776,0.6741071428571428,53,2018,D,51.330959,-0.362142
775,-0.37777777777777777,53,2017,D,51.331751,-0.35609349999999995
774,0.20285714285714285,53,2016,D,51.330959,-0.358168
773,-0.2494085510688836,53,2015,D,51.330892500000004,-0.36143400000000003
772,0.810131044718496,53,2014,D,51.33147099999999,-0.35898300000000005
771,-0.5734262751232693,53,2013,D,51.331965000000004,-0.36084299999999997
770,1.1085245901639342,53,2012,D,51.332291999999995,-0.35778499999999996
769,-0.12382988648732696,53,2011,D,51.331946,-0.36072600000000005
802,0.8526785714285714,54,2021,F,51.365065,-0.45951800000000004
800,-0.5903614457831325,54,2020,F,51.362967499999996,-0.459215
798,0.8823529411764706,54,2019,F,51.3649855,-0.4587405
796,-0.11499999999999999,54,2018,F,51.365897,-0.45924
794,0.2994350282485876,54,2017,F,51.365065,-0.45909399999999995
792,-0.3070652173913043,54,2016,F,51.365897,-0.459215
790,0.607843137254902,54,2015,F,51.365481,-0.459167
788,-0.09756097560975607,54,2014,F,51.365481,-0.4588905
786,-0.16216216216216217,54,2013,F,51.36713,-0.459853
784,-0.33870967741935487,54,2012,F,51.364312,-0.45909399999999995
782,0.09267317073170722,54,2011,F,51.366153,-0.45909399999999995
803,-0.5137420718816068,54,2021,T,51.367236000000005,-0.45966599999999996
801,-0.6956086956521739,54,2020,T,51.367253000000005,-0.45966599999999996
799,4.74775032138266,54,2019,T,51.367219,-0.46048599999999995
797,-0.5032306163021869,54,2018,T,51.367219,-0.46048599999999995
795,1.926463231615808,54,2017,T,51.367253000000005,-0.45966599999999996
793,-0.18803418803418803,54,2016,T,51.367236000000005,-0.45918650000000005
791,-0.2505263157894737,54,2015,T,51.367219,-0.46048599999999995
789,0.2921348314606742,54,2014,T,51.367253000000005,-0.459488
787,-0.558695652173913,54,2013,T,51.367253000000005,-0.45966599999999996
785,0.8921182266009853,54,2012,T,51.367236000000005,-0.45966599999999996
783,-0.47904191616766467,54,2011,T,51.367253000000005,-0.45966599999999996
815,-0.3707865168539326,57,2021,D,51.361356,-0.36073849999999996
814,0.35238095238095246,57,2020,D,51.362846000000005,-0.361961
813,-0.141725352112676,57,2019,D,51.362188,-0.35988400000000004
812,-0.3769230769230769,57,2018,D,51.361798,-0.35988400000000004
811,0.06172839506172845,57,2017,D,51.362333,-0.358688
810,0.6976744186046511,57,2016,D,51.363127,-0.357817
809,-0.23287671232876717,57,2015,D,51.361798,-0.35988400000000004
808,0.014880952380952328,57,2014,D,51.362764999999996,-0.362002
807,0.0674486803519061,57,2013,D,51.3608615,-0.36236599999999997
806,-0.06593406593406592,57,2012,D,51.361798,-0.36191999999999996
805,0.05294705882352946,57,2011,D,51.362565000000004,-0.360007
838,-0.11557788944723613,58,2021,D,51.387136,-0.346208
836,-0.5453636363636364,58,2020,D,51.387747,-0.34831799999999996
834,1.0495900819836033,58,2019,D,51.385441,-0.345988
832,-0.07637073170731712,58,2018,D,51.388028000000006,-0.3460295
830,0.4127725198580361,58,2017,D,51.388028000000006,-0.346208
828,0.07943925233644866,58,2016,D,51.387308,-0.3454825
826,-0.6536796536796536,58,2015,D,51.387072,-0.344452
824,0.3999999999999999,58,2014,D,51.386659,-0.34660599999999997
822,0.06428571428571428,58,2013,D,51.38615,-0.3457915
820,-0.2785234899328859,58,2012,D,51.386869,-0.347174
818,-0.25579069767441864,58,2011,D,51.387944,-0.347686
839,-0.21298405466970383,58,2021,S,51.383389,-0.34575500000000003
837,0.02894356005788712,58,2020,S,51.383389,-0.34756
835,0.4063291139240506,58,2019,S,51.386308,-0.3463
833,-0.07990799079907995,58,2018,S,51.38615,-0.346015
831,-0.02826086956521734,58,2017,S,51.386414,-0.348097
829,-0.07158836689038028,58,2016,S,51.38615,-0.347722
827,-0.07831325301204817,58,2015,S,51.385521999999995,-0.34542
825,-0.261437908496732,58,2014,S,51.382977999999994,-0.345707
823,0.46902654867256643,58,2013,S,51.386282,-0.347137
821,-0.3048192771084337,58,2012,S,51.385521999999995,-0.348465
819,-0.13864818024263437,58,2011,S,51.386414,-0.34675449999999997
862,-0.03305785123966942,59,2021,F,51.407911500000004,-0.36932800000000005
860,-0.05982905982905984,59,2020,F,51.40753,-0.36932800000000005
858,0.2272727272727273,59,2019,F,51.408295,-0.369263
856,-0.5437037037037037,59,2018,F,51.4070775,-0.36810350000000003
854,0.7694805194805194,59,2017,F,51.408295,-0.36932800000000005
852,-0.2660550458715596,59,2016,F,51.406765,-0.36896700000000004
850,0.32499999999999996,59,2015,F,51.40739,-0.369263
848,-0.2264150943396226,59,2014,F,51.407459,-0.36932800000000005
846,-0.24390243902439024,59,2013,F,51.407528000000006,-0.368671
844,0.4516129032258065,59,2012,F,51.406765,-0.36932800000000005
842,-0.1777777777777778,59,2011,F,51.408295,-0.36932800000000005
863,-0.3666666666666667,59,2021,T,51.4075555,-0.3674185
861,0.2953157894736842,59,2020,T,51.40825,-0.37009000000000003
859,-0.2405834789321848,59,2019,T,51.407002,-0.369231
857,-0.5184590690208668,59,2018,T,51.407334999999996,-0.368055
855,0.7777777777777777,59,2017,T,51.405353000000005,-0.369231
853,0.375,59,2016,T,51.407002,-0.368672
851,-0.38181818181818183,59,2015,T,51.407334999999996,-0.36764
849,-0.1470588235294118,59,2014,T,51.407002,-0.369435
847,0.2068965517241379,59,2013,T,51.407334999999996,-0.369477
845,0.022142857142857242,59,2012,T,51.406079999999996,-0.369231
843,-0.5276030747728861,59,2011,T,51.4074705,-0.368084
886,-0.012875536480686733,60,2021,D,51.373004,-0.43240199999999995
884,0.27826086956521734,60,2020,D,51.370896,-0.43126000000000003
882,-0.37414965986394555,60,2019,D,51.371581,-0.432778
880,-0.1630434782608695,60,2018,D,51.371581,-0.43126000000000003
878,0.3116883116883118,60,2017,D,51.3713125,-0.4317585
876,0.39603960396039595,60,2016,D,51.372296999999996,-0.430475
874,-0.057446808510638325,60,2015,D,51.375529,-0.42773900000000004
872,-0.3227990970654627,60,2014,D,51.3740525,-0.4304795
870,-0.2944444444444444,60,2013,D,51.372426000000004,-0.430246
868,-0.5354330708661417,60,2012,D,51.372769500000004,-0.43126000000000003
866,2.051220338983051,60,2011,D,51.3703985,-0.4290465
887,0.1054421768707483,60,2021,F,51.368674,-0.43048400000000003
885,-0.3107692307692308,60,2020,F,51.373043,-0.4288285
883,-0.3303571428571429,60,2019,F,51.372426000000004,-0.430148
881,1.8373333333333335,60,2018,F,51.36748,-0.43200500000000003
879,-0.13533834586466165,60,2017,F,51.373614,-0.427609
877,0.30434782608695654,60,2016,F,51.373043,-0.42802799999999996
875,-0.30000000000000004,60,2015,F,51.373043,-0.430148
873,0.19047619047619047,60,2014,F,51.371044,-0.430148
871,-0.625,60,2013,F,51.372426000000004,-0.430148
869,1.1333333333333333,60,2012,F,51.37273450000001,-0.42867299999999997
867,-0.006249999999999978,60,2011,F,51.371044,-0.427609
921,0.7789072426937738,61,2021,D,51.374668,-0.34088450000000003
918,-0.21343714285714288,61,2020,D,51.372906,-0.339856
915,-0.4511382252621714,61,2019,D,51.373534,-0.3417485
912,0.6379880873593646,61,2018,D,51.3729675,-0.34212
909,-0.13131313131313127,61,2017,D,51.375462,-0.339856
906,0.13953488372093026,61,2016,D,51.373471,-0.342057
903,-0.2142857142857143,61,2015,D,51.373028999999995,-0.341903
900,-0.6623376623376623,61,2014,D,51.373597,-0.342447
897,1.25,61,2013,D,51.372906,-0.343674
894,0.09401709401709413,61,2012,D,51.374399499999996,-0.3414515
891,-0.6093437500000001,61,2011,D,51.373597,-0.341594
922,-0.6610169491525424,61,2021,F,51.374962,-0.339348
919,0.0,61,2020,F,51.376816,-0.33865700000000004
916,0.3999999999999999,61,2019,F,51.376175,-0.33865700000000004
913,0.7047619047619047,61,2018,F,51.376495500000004,-0.33865700000000004
910,0.9273743016759777,61,2017,F,51.374962,-0.3384225
907,-0.49275362318840576,61,2016,F,51.374537,-0.338188
904,-0.05714285714285716,61,2015,F,51.376175,-0.338188
901,0.5151515151515151,61,2014,F,51.376175,-0.33865700000000004
898,0.10000000000000009,61,2013,F,51.376175,-0.33865700000000004
895,-0.23636363636363633,61,2012,F,51.374962,-0.338188
892,-0.2857142857142857,61,2011,F,51.376175,-0.338188
923,0.0012706480304955914,61,2021,S,51.376698499999996,-0.34088450000000003
920,0.048223350253807196,61,2020,S,51.377351,-0.3404395
917,0.06537530266343827,61,2019,S,51.376472,-0.33739600000000003
914,-0.17045454545454541,61,2018,S,51.375967,-0.341943
911,0.0547945205479452,61,2017,S,51.376937,-0.344588
908,-0.051948051948051965,61,2016,S,51.376819,-0.340185
905,0.041095890410958846,61,2015,S,51.377758,-0.342289
902,-0.10855263157894735,61,2014,S,51.378,-0.3418255
899,-0.39778597785977865,61,2013,S,51.376459999999994,-0.338789
896,0.27450980392156854,61,2012,S,51.376472,-0.342289
893,0.011538461538461497,61,2011,S,51.378242,-0.342057
946,0.2992831541218639,62,2021,D,51.366607,-0.45223199999999997
944,-0.3758620689655172,62,2020,D,51.366503,-0.454812
942,-0.569060773480663,62,2019,D,51.365776000000004,-0.44994700000000004
940,0.6025641025641026,62,2018,D,51.365776000000004,-0.44994700000000004
938,0.6639999999999999,62,2017,D,51.3650935,-0.45290300000000006
936,-0.2548076923076923,62,2016,D,51.367064,-0.45140699999999995
934,-0.47096774193548385,62,2015,D,51.366124,-0.4533915
932,0.18292682926829262,62,2014,D,51.365776000000004,-0.44994700000000004
930,0.5463917525773196,62,2013,D,51.366422,-0.453215
928,-0.17066666666666663,62,2012,D,51.3679205,-0.45299199999999995
926,-0.4478938906752412,62,2011,D,51.366811,-0.455422
947,-0.21568627450980393,62,2021,F,51.364621,-0.45053999999999994
945,0.0,62,2020,F,51.368113,-0.451763
943,0.16666666666666674,62,2019,F,51.368228,-0.45053999999999994
941,0.18285714285714283,62,2018,F,51.364242,-0.45053999999999994
939,0.07487922705314021,62,2017,F,51.365435999999995,-0.451763
937,-0.0449438202247191,62,2016,F,51.365435999999995,-0.45053999999999994
935,0.11764705882352944,62,2015,F,51.364242,-0.450126
933,-0.26315789473684215,62,2014,F,51.364621,-0.45053999999999994
931,-0.3571428571428571,62,2013,F,51.364940000000004,-0.452006
929,0.7222222222222223,62,2012,F,51.366876,-0.451763
927,-0.22580645161290325,62,2011,F,51.365435999999995,-0.451763
992,-1.1167883211678833,63,2021,D,51.367064,-0.406978
988,2.125,63,2020,D,51.3672635,-0.406915
984,-0.64,63,2019,D,51.366129,-0.406597
980,-3.8333333333333335,63,2018,D,51.365775,-0.407659
976,-1.4705882352941178,63,2017,D,51.368924,-0.40744
972,-0.6666666666666667,63,2016,D,51.366988,-0.40722
968,2.5,63,2015,D,51.366646,-0.406597
964,1.0714285714285716,63,2014,D,51.366512,-0.406978
960,-0.9827586206896551,63,2013,D,51.366512,-0.405806
956,33.5056,63,2012,D,51.365483000000005,-0.4079285
952,-2.738906148567189,63,2011,D,51.3659335,-0.40765500000000005
993,-2.2857142857142856,63,2021,F,51.367672,-0.407483
989,-1.9930555555555556,63,2020,F,51.367672,-0.40825100000000003
985,0.25874125874125875,63,2019,F,51.367672,-0.407867
981,-1.0383333333333333,63,2018,F,51.367256,-0.40744
977,-12.014492753623188,63,2017,F,51.367706999999996,-0.4064295
973,-2.318421052631579,63,2016,F,51.367146000000005,-0.406196
969,-0.3193612774451098,63,2015,F,51.367672,-0.40541900000000003
965,0.0850733137829911,63,2014,F,51.367256,-0.404519
961,-0.27028999216237404,63,2013,F,51.3663145,-0.4054415
957,-3.1481481481481484,63,2012,F,51.367672,-0.4064295
953,-1.0948275862068966,63,2011,F,51.367201,-0.40568550000000003
994,-0.11479591836734693,63,2021,S,51.365775,-0.404914
990,1.5706051873198845,63,2020,S,51.366831000000005,-0.405237
986,-0.702914798206278,63,2019,S,51.366912,-0.406196
982,-0.17358490566037732,63,2018,S,51.366698,-0.405817
978,0.18721461187214605,63,2017,S,51.365358,-0.4044335
