,5y_ret,5y_ret_ward,Price,Year,Type,Ward
540,0.11363911112098468,0.3108993850935875,485000.0,2019,S,Walton North
556,-0.019160958904109515,0.1358390410958905,497497.5,2020,S,Walton North
572,-0.05562049483732712,0.05932203389830515,500000.0,2021,S,Walton North
668,0.03390261385610471,0.35416666666666674,325000.0,2015,T,Walton North
684,-0.10874203059306753,0.3615520282186948,386000.0,2016,T,Walton North
700,-0.10670194003527333,0.39329805996472667,395000.0,2017,T,Walton North
716,-0.09446379215035927,0.3001658374792704,392000.0,2018,T,Walton North
732,-0.00010803888902688463,0.22137404580152675,400000.0,2019,T,Walton North
748,0.06895104895104898,0.25076923076923086,406500.0,2020,T,Walton North
764,0.02555426315603948,0.11398963730569944,430000.0,2021,T,Walton North
93,-0.00929821566712885,0.2265625,785000.0,2015,D,Walton South
109,0.21216460715248098,0.5359741309620047,950000.0,2016,D,Walton South
125,-0.101039886039886,0.23692307692307701,804000.0,2017,D,Walton South
141,0.060349906770086115,0.3322797313314896,843000.0,2018,D,Walton South
157,-0.09019675460275489,0.012165450121654597,780000.0,2019,D,Walton South
173,-0.03357319978606488,0.11146496815286633,872500.0,2020,D,Walton South
189,-0.1893222264293829,-0.052631578947368474,900000.0,2021,D,Walton South
285,-0.1051161423110849,0.18435754189944142,265000.0,2015,F,Walton South
301,-0.08304668304668295,0.38181818181818183,304000.0,2016,F,Walton South
317,-0.136140350877193,0.33333333333333326,300000.0,2017,F,Walton South
333,-0.062089715536105095,0.3129102844638949,300000.0,2018,F,Walton South
349,-0.11823963133640558,0.1259999999999999,281500.0,2019,F,Walton South
365,0.06777050442818644,0.16981132075471694,310000.0,2020,F,Walton South
381,0.0440073315206837,0.047697368421052655,318500.0,2021,F,Walton South
477,-0.0193103448275862,0.3600000000000001,510000.0,2015,S,Walton South
493,0.012923728813559299,0.48750000000000004,595000.0,2016,S,Walton South
509,0.05424105770547882,0.5132574511481018,575000.0,2017,S,Walton South
525,0.03438583341141199,0.4190012180267966,582500.0,2018,S,Walton South
541,-0.07546540217773101,0.1217948717948718,525000.0,2019,S,Walton South
557,0.08519607843137256,0.24019607843137258,632500.0,2020,S,Walton South
573,-0.005698831256640613,0.10924369747899165,660000.0,2021,S,Walton South
669,-0.1912317947460458,0.12903225806451624,350000.0,2015,T,Walton South
685,-0.2071361640749203,0.26315789473684204,360000.0,2016,T,Walton South
701,-0.17109634551495012,0.3289036544850499,400000.0,2017,T,Walton South
717,-0.08407498418146675,0.3105546454481629,420000.0,2018,T,Walton South
733,-0.043103706312175305,0.17837837837837833,436000.0,2019,T,Walton South
749,0.02389610389610386,0.20571428571428574,422000.0,2020,T,Walton South
765,0.07823129251700678,0.16666666666666674,420000.0,2021,T,Walton South
94,0.212668696097577,0.44852941176470584,985000.0,2015,D,Weybridge Riverside
110,-0.05108225108225106,0.2727272727272727,1050000.0,2016,D,Weybridge Riverside
126,0.3967601601420405,0.7347231231050035,1150000.0,2017,D,Weybridge Riverside
142,-0.11150201707477247,0.160427807486631,1085000.0,2018,D,Weybridge Riverside
158,0.26013779527559056,0.36250000000000004,1090000.0,2019,D,Weybridge Riverside
174,0.07196690820320084,0.21700507614213205,1198750.0,2020,D,Weybridge Riverside
190,0.0014045906132236219,0.13809523809523805,1195000.0,2021,D,Weybridge Riverside
286,-0.08434547908232126,0.20512820512820507,282000.0,2015,F,Weybridge Riverside
302,-0.28486486486486484,0.17999999999999994,295000.0,2016,F,Weybridge Riverside
318,-0.2704940923737915,0.19897959183673475,293750.0,2017,F,Weybridge Riverside
334,-0.05652173913043468,0.3184782608695653,303250.0,2018,F,Weybridge Riverside
350,-0.044239631336405516,0.19999999999999996,300000.0,2019,F,Weybridge Riverside
366,-0.016047908525111954,0.08599290780141855,306250.0,2020,F,Weybridge Riverside
382,0.10817436987929208,0.11186440677966103,328000.0,2021,F,Weybridge Riverside
478,0.267736713995943,0.6470470588235293,699995.0,2015,S,Weybridge Riverside
494,-0.06230501176771086,0.4122712594187299,656000.0,2016,S,Weybridge Riverside
510,0.19040889391369875,0.6494252873563218,717500.0,2017,S,Weybridge Riverside
526,-0.10566801619433197,0.2789473684210526,607500.0,2018,S,Weybridge Riverside
542,-0.02632010303243182,0.170940170940171,685000.0,2019,S,Weybridge Riverside
558,-0.22892195658540426,-0.07392195658540424,648250.0,2020,S,Weybridge Riverside
574,-0.03643643117465656,0.07850609756097571,707500.0,2021,S,Weybridge Riverside
670,0.06862483607832681,0.38888888888888884,500000.0,2015,T,Weybridge Riverside
686,0.0664706470705907,0.536764705882353,522500.0,2016,T,Weybridge Riverside
702,-0.078125,0.421875,455000.0,2017,T,Weybridge Riverside
718,-0.02620857699805068,0.368421052631579,520000.0,2018,T,Weybridge Riverside
734,-0.13356999677846582,0.08791208791208782,495000.0,2019,T,Weybridge Riverside
750,-0.13181818181818183,0.050000000000000044,525000.0,2020,T,Weybridge Riverside
766,-0.0358037952022916,0.05263157894736836,550000.0,2021,T,Weybridge Riverside
95,0.04792306811665492,0.28378378378378377,1187500.0,2015,D,Weybridge St George's Hill
111,0.11778591778591774,0.4415954415954415,1265000.0,2016,D,Weybridge St George's Hill
127,-0.17274557165861526,0.16521739130434776,1340000.0,2017,D,Weybridge St George's Hill
143,-0.15087719298245617,0.1210526315789473,1065000.0,2018,D,Weybridge St George's Hill
159,-0.24140982377202858,-0.1390476190476191,1130000.0,2019,D,Weybridge St George's Hill
175,-0.08188027320208913,0.06315789473684208,1262500.0,2020,D,Weybridge St George's Hill
191,-0.0457815565729236,0.09090909090909083,1380000.0,2021,D,Weybridge St George's Hill
287,-0.30066249539933754,-0.01118881118881121,353500.0,2015,F,Weybridge St George's Hill
303,0.287902662810412,0.7527675276752768,475000.0,2016,F,Weybridge St George's Hill
319,0.012529279795401749,0.482002964005928,370500.0,2017,F,Weybridge St George's Hill
335,-0.13510781671159022,0.23989218328840978,345000.0,2018,F,Weybridge St George's Hill
351,-0.06963645673323082,0.17460317460317465,370000.0,2019,F,Weybridge St George's Hill
367,-0.15437462113558287,-0.052333804809052364,335000.0,2020,F,Weybridge St George's Hill
383,-0.1826374053214216,-0.17894736842105263,390000.0,2021,F,Weybridge St George's Hill
479,-0.21188953034794822,0.16742081447963808,645000.0,2015,S,Weybridge St George's Hill
495,0.192090395480226,0.6666666666666667,575000.0,2016,S,Weybridge St George's Hill
511,-0.22645825390773933,0.2325581395348837,530000.0,2017,S,Weybridge St George's Hill
527,-0.08560548362528553,0.29900990099009905,656000.0,2018,S,Weybridge St George's Hill
543,0.22827164092101415,0.42553191489361697,670000.0,2019,S,Weybridge St George's Hill
559,-0.08329457364341097,0.07170542635658905,691250.0,2020,S,Weybridge St George's Hill
575,0.0763618190904547,0.19130434782608696,685000.0,2021,S,Weybridge St George's Hill
671,0.32418039163388235,0.6444444444444444,555000.0,2015,T,Weybridge St George's Hill
687,-0.2444876071988591,0.22580645161290325,475000.0,2016,T,Weybridge St George's Hill
703,0.11917808219178072,0.6191780821917807,591000.0,2017,T,Weybridge St George's Hill
719,-0.016580849141824894,0.37804878048780477,565000.0,2018,T,Weybridge St George's Hill
735,-0.175090332113234,0.046391752577319645,507500.0,2019,T,Weybridge St George's Hill
751,-0.15028665028665045,0.03153153153153143,572500.0,2020,T,Weybridge St George's Hill
767,0.21156462585034008,0.30000000000000004,617500.0,2021,T,Weybridge St George's Hill
