,5y_ret,cluster,Year,Type,Lat,Lon
668,0.7533575539862025,48,2020,D,51.38268899090909,-0.41721247272727274
670,0.12045220966084269,48,2021,D,51.38268899090909,-0.41721247272727274
659,-0.06831983805668007,48,2015,F,51.38268899090909,-0.41721247272727274
661,-0.49356616356616345,48,2016,F,51.38268899090909,-0.41721247272727274
663,-0.10420095693779907,48,2017,F,51.38268899090909,-0.41721247272727274
665,-0.5998062015503876,48,2018,F,51.38268899090909,-0.41721247272727274
667,-0.1667729646697389,48,2019,F,51.38268899090909,-0.41721247272727274
669,0.07118753013016232,48,2020,F,51.38268899090909,-0.41721247272727274
671,0.13416261719777256,48,2021,F,51.38268899090909,-0.41721247272727274
682,-0.18400886381527704,49,2015,D,51.33503464583333,-0.40724525
684,0.24974220032840733,49,2016,D,51.33503464583333,-0.40724525
686,0.22552910052910047,49,2017,D,51.33503464583333,-0.40724525
688,-0.12466955058880069,49,2018,D,51.33503464583333,-0.40724525
690,-0.11279875811628937,49,2019,D,51.33503464583333,-0.40724525
692,0.6225674658638858,49,2020,D,51.33503464583333,-0.40724525
694,0.03022802979101158,49,2021,D,51.33503464583333,-0.40724525
683,0.07463702359346636,49,2015,S,51.33503464583333,-0.40724525
685,-0.30513182674199624,49,2016,S,51.33503464583333,-0.40724525
687,-0.25901639344262306,49,2017,S,51.33503464583333,-0.40724525
689,-0.0010926573426572883,49,2018,S,51.33503464583333,-0.40724525
691,-0.1265532032655321,49,2019,S,51.33503464583333,-0.40724525
693,-0.14595022624434395,49,2020,S,51.33503464583333,-0.40724525
695,0.12021186556365504,49,2021,S,51.33503464583333,-0.40724525
706,-0.10500766479305068,50,2015,F,51.37309777108434,-0.4394809397590361
708,-0.3130791505791506,50,2016,F,51.37309777108434,-0.4394809397590361
710,0.11251245897654072,50,2017,F,51.37309777108434,-0.4394809397590361
712,-0.13922209911791028,50,2018,F,51.37309777108434,-0.4394809397590361
714,-0.03270116979794402,50,2019,F,51.37309777108434,-0.4394809397590361
716,-0.1020408163265305,50,2020,F,51.37309777108434,-0.4394809397590361
718,-0.06415515317943876,50,2021,F,51.37309777108434,-0.4394809397590361
707,0.42657139022741264,50,2015,T,51.37309777108434,-0.4394809397590361
709,-0.045144358212960034,50,2016,T,51.37309777108434,-0.4394809397590361
711,-0.1813548387096775,50,2017,T,51.37309777108434,-0.4394809397590361
713,0.07851615042152127,50,2018,T,51.37309777108434,-0.4394809397590361
715,-0.26754507681653794,50,2019,T,51.37309777108434,-0.4394809397590361
717,-0.20355731225296447,50,2020,T,51.37309777108434,-0.4394809397590361
719,-0.09179671868747508,50,2021,T,51.37309777108434,-0.4394809397590361
730,0.510516095927074,51,2015,D,51.40145998901099,-0.3464605714285714
732,-0.2672877846790891,51,2016,D,51.40145998901099,-0.3464605714285714
734,0.17551319460441772,51,2017,D,51.40145998901099,-0.3464605714285714
736,0.5414035087719298,51,2018,D,51.40145998901099,-0.3464605714285714
738,-0.27883279295970365,51,2019,D,51.40145998901099,-0.3464605714285714
740,-0.02470621773146231,51,2020,D,51.40145998901099,-0.3464605714285714
742,0.3859430973739526,51,2021,D,51.40145998901099,-0.3464605714285714
731,0.18690426854537923,51,2015,F,51.40145998901099,-0.3464605714285714
733,-0.01619566334395217,51,2016,F,51.40145998901099,-0.3464605714285714
735,0.1609610983981693,51,2017,F,51.40145998901099,-0.3464605714285714
737,0.24612932604735893,51,2018,F,51.40145998901099,-0.3464605714285714
739,0.18544786866359453,51,2019,F,51.40145998901099,-0.3464605714285714
741,-0.14204081632653054,51,2020,F,51.40145998901099,-0.3464605714285714
743,-0.016288462097219347,51,2021,F,51.40145998901099,-0.3464605714285714
754,0.03329939180449659,52,2015,S,51.36635228431373,-0.39929525490196077
756,-0.11608570514870498,52,2016,S,51.36635228431373,-0.39929525490196077
758,0.048854360492754045,52,2017,S,51.36635228431373,-0.39929525490196077
760,0.17012914093206066,52,2018,S,51.36635228431373,-0.39929525490196077
762,-0.0034068460766216724,52,2019,S,51.36635228431373,-0.39929525490196077
764,-0.0307062146892656,52,2020,S,51.36635228431373,-0.39929525490196077
766,0.09616858237547876,52,2021,S,51.36635228431373,-0.39929525490196077
755,-0.004690282318758676,52,2015,T,51.36635228431373,-0.39929525490196077
757,0.07900171583612492,52,2016,T,51.36635228431373,-0.39929525490196077
759,0.09363957597173145,52,2017,T,51.36635228431373,-0.39929525490196077
761,-0.17658451684767473,52,2018,T,51.36635228431373,-0.39929525490196077
763,0.0628005698681815,52,2019,T,51.36635228431373,-0.39929525490196077
765,-0.03664684225431891,52,2020,T,51.36635228431373,-0.39929525490196077
767,0.04338280766852187,52,2021,T,51.36635228431373,-0.39929525490196077
773,-0.20533730633960956,53,2015,D,51.3323445,-0.3583524107142857
774,-0.4569809019013965,53,2016,D,51.3323445,-0.3583524107142857
775,0.5131239935587761,53,2017,D,51.3323445,-0.3583524107142857
776,-0.4894294333112078,53,2018,D,51.3323445,-0.3583524107142857
777,0.14676279374050005,53,2019,D,51.3323445,-0.3583524107142857
778,-0.1933544197690923,53,2020,D,51.3323445,-0.3583524107142857
779,0.03687623149887731,53,2021,D,51.3323445,-0.3583524107142857
790,-0.03438983241407967,54,2015,F,51.365251066666666,-0.4599605333333333
792,0.07164307164307182,54,2016,F,51.365251066666666,-0.4599605333333333
794,-0.16106246925725531,54,2017,F,51.365251066666666,-0.4599605333333333
796,-0.16132478632478642,54,2018,F,51.365251066666666,-0.4599605333333333
798,-0.26614886451324427,54,2019,F,51.365251066666666,-0.4599605333333333
800,0.10848549946294317,54,2020,F,51.365251066666666,-0.4599605333333333
802,-0.10010876968273807,54,2021,F,51.365251066666666,-0.4599605333333333
791,0.3011645186180094,54,2015,T,51.365251066666666,-0.4599605333333333
793,0.022918610871495604,54,2016,T,51.365251066666666,-0.4599605333333333
795,-0.14879089615931718,54,2017,T,51.365251066666666,-0.4599605333333333
797,-0.2391296296296297,54,2018,T,51.365251066666666,-0.4599605333333333
799,-0.3761212599482856,54,2019,T,51.365251066666666,-0.4599605333333333
801,-0.2919503404084902,54,2020,T,51.365251066666666,-0.4599605333333333
803,-0.1240414347557206,54,2021,T,51.365251066666666,-0.4599605333333333
809,-0.007790540228532317,57,2015,D,51.36253063414634,-0.36109936585365854
810,-0.3492640692640693,57,2016,D,51.36253063414634,-0.36109936585365854
811,-0.42072158365261825,57,2017,D,51.36253063414634,-0.36109936585365854
812,-0.07685073844541046,57,2018,D,51.36253063414634,-0.36109936585365854
813,0.14238355798745483,57,2019,D,51.36253063414634,-0.36109936585365854
814,-0.23646673936750262,57,2020,D,51.36253063414634,-0.36109936585365854
815,0.4491302480403736,57,2021,D,51.36253063414634,-0.36109936585365854
826,0.5503711683908421,58,2015,D,51.386052802631575,-0.34646278947368425
828,0.3383526383526383,58,2016,D,51.386052802631575,-0.34646278947368425
830,-0.023896137187306765,58,2017,D,51.386052802631575,-0.34646278947368425
832,0.06336429308565528,58,2018,D,51.386052802631575,-0.34646278947368425
834,-0.024469989155547323,58,2019,D,51.386052802631575,-0.34646278947368425
836,-0.17952092655962082,58,2020,D,51.386052802631575,-0.34646278947368425
838,-0.08994268000233974,58,2021,D,51.386052802631575,-0.34646278947368425
827,0.1341529792206959,58,2015,S,51.386052802631575,-0.34646278947368425
829,0.03699185220687551,58,2016,S,51.386052802631575,-0.34646278947368425
831,-0.2020719489981786,58,2017,S,51.386052802631575,-0.34646278947368425
833,0.17908831908831901,58,2018,S,51.386052802631575,-0.34646278947368425
835,-0.1370596050762818,58,2019,S,51.386052802631575,-0.34646278947368425
837,-0.16420245398773003,58,2020,S,51.386052802631575,-0.34646278947368425
839,-0.0673234811165846,58,2021,S,51.386052802631575,-0.34646278947368425
850,-0.03396707628101092,59,2015,F,51.407044625,-0.3690349659090909
852,-0.04964747356051702,59,2016,F,51.407044625,-0.3690349659090909
854,-0.06675875208382953,59,2017,F,51.407044625,-0.3690349659090909
856,0.04616182572614114,59,2018,F,51.407044625,-0.3690349659090909
858,-0.04053592763270175,59,2019,F,51.407044625,-0.3690349659090909
860,0.05059076262083795,59,2020,F,51.407044625,-0.3690349659090909
862,0.01781533944371705,59,2021,F,51.407044625,-0.3690349659090909
851,0.23039674014097988,59,2015,T,51.407044625,-0.3690349659090909
853,-0.07838115056914963,59,2016,T,51.407044625,-0.3690349659090909
855,-0.1875,59,2017,T,51.407044625,-0.3690349659090909
857,0.03829719963866296,59,2018,T,51.407044625,-0.3690349659090909
859,0.10665124864277975,59,2019,T,51.407044625,-0.3690349659090909
861,-0.07954545454545459,59,2020,T,51.407044625,-0.3690349659090909
863,0.140614905179949,59,2021,T,51.407044625,-0.3690349659090909
874,0.15182358615420677,60,2015,D,51.37218083720931,-0.4301230930232558
876,0.46057709329084795,60,2016,D,51.37218083720931,-0.4301230930232558
878,-0.04641777345858977,60,2017,D,51.37218083720931,-0.4301230930232558
880,-0.11016511867905043,60,2018,D,51.37218083720931,-0.4301230930232558
882,0.0019086686884415283,60,2019,D,51.37218083720931,-0.4301230930232558
884,-0.17077346205657828,60,2020,D,51.37218083720931,-0.4301230930232558
886,0.007059352517985618,60,2021,D,51.37218083720931,-0.4301230930232558
875,0.10021112954305544,60,2015,F,51.37218083720931,-0.4301230930232558
877,-0.14602428515471977,60,2016,F,51.37218083720931,-0.4301230930232558
879,0.3871300893743794,60,2017,F,51.37218083720931,-0.4301230930232558
881,-0.5,60,2018,F,51.37218083720931,-0.4301230930232558
883,-0.25203183912861327,60,2019,F,51.37218083720931,-0.4301230930232558
885,-0.21028823900694282,60,2020,F,51.37218083720931,-0.4301230930232558
887,-0.08281091602124813,60,2021,F,51.37218083720931,-0.4301230930232558
903,0.28312662610502315,61,2015,D,51.37594242666667,-0.34056248
906,0.004657629475147695,61,2016,D,51.37594242666667,-0.34056248
909,0.07551608986035219,61,2017,D,51.37594242666667,-0.34056248
912,0.10775521480867534,61,2018,D,51.37594242666667,-0.34056248
915,0.07624444180127021,61,2019,D,51.37594242666667,-0.34056248
918,0.07718405428329111,61,2020,D,51.37594242666667,-0.34056248
921,-0.052349988141355164,61,2021,D,51.37594242666667,-0.34056248
904,-0.01674641148325362,61,2015,F,51.37594242666667,-0.34056248
907,0.03293249196332915,61,2016,F,51.37594242666667,-0.34056248
910,-0.18375939849624046,61,2017,F,51.37594242666667,-0.34056248
913,-0.19100000000000006,61,2018,F,51.37594242666667,-0.34056248
916,-0.10423963133640557,61,2019,F,51.37594242666667,-0.34056248
919,-0.08418367346938771,61,2020,F,51.37594242666667,-0.34056248
922,-0.07354297807683952,61,2021,F,51.37594242666667,-0.34056248
905,0.004053127143480717,61,2015,S,51.37594242666667,-0.34056248
908,0.0029012062910367398,61,2016,S,51.37594242666667,-0.34056248
911,0.13233920577152247,61,2017,S,51.37594242666667,-0.34056248
914,-0.043749094596552185,61,2018,S,51.37594242666667,-0.34056248
917,-0.05632067665716667,61,2019,S,51.37594242666667,-0.34056248
920,-0.03604575163398693,61,2020,S,51.37594242666667,-0.34056248
923,-0.04360106532099817,61,2021,S,51.37594242666667,-0.34056248
934,0.24981692434997238,62,2015,D,51.366799593220335,-0.45234381355932207
936,0.12953975848712695,62,2016,D,51.366799593220335,-0.45234381355932207
938,-0.20681542197935654,62,2017,D,51.366799593220335,-0.45234381355932207
940,-0.13962213225371123,62,2018,D,51.366799593220335,-0.45234381355932207
942,0.26966160479940005,62,2019,D,51.366799593220335,-0.45234381355932207
944,0.2698299375766564,62,2020,D,51.366799593220335,-0.45234381355932207
946,-0.027225626905882816,62,2021,D,51.366799593220335,-0.45234381355932207
935,0.030526315789473735,62,2015,F,51.366799593220335,-0.45234381355932207
937,-0.09343629343629334,62,2016,F,51.366799593220335,-0.45234381355932207
939,0.07095184770436735,62,2017,F,51.366799593220335,-0.45234381355932207
941,-0.09722222222222232,62,2018,F,51.366799593220335,-0.45234381355932207
943,-0.18654732364409776,62,2019,F,51.366799593220335,-0.45234381355932207
945,-0.1020408163265305,62,2020,F,51.366799593220335,-0.45234381355932207
947,-0.035634481344813396,62,2021,F,51.366799593220335,-0.45234381355932207
968,-0.30203718625536413,63,2015,D,51.36699270652174,-0.4063882934782609
972,0.1235301064008989,63,2016,D,51.36699270652174,-0.4063882934782609
976,0.2434323858742462,63,2017,D,51.36699270652174,-0.4063882934782609
980,0.3280701754385966,63,2018,D,51.36699270652174,-0.4063882934782609
984,-0.08466308968016167,63,2019,D,51.36699270652174,-0.4063882934782609
988,-0.026927931718458753,63,2020,D,51.36699270652174,-0.4063882934782609
992,0.6467739194471194,63,2021,D,51.36699270652174,-0.4063882934782609
969,-0.11484084041880394,63,2015,F,51.36699270652174,-0.4063882934782609
973,-0.10972467794897689,63,2016,F,51.36699270652174,-0.4063882934782609
977,0.10262263306992692,63,2017,F,51.36699270652174,-0.4063882934782609
981,0.38809025644698747,63,2018,F,51.36699270652174,-0.4063882934782609
985,0.2848926517343622,63,2019,F,51.36699270652174,-0.4063882934782609
989,-0.038162662200592834,63,2020,F,51.36699270652174,-0.4063882934782609
993,0.03079272172032077,63,2021,F,51.36699270652174,-0.4063882934782609
970,-0.01546733831144742,63,2015,S,51.36699270652174,-0.4063882934782609
974,0.16476799110864127,63,2016,S,51.36699270652174,-0.4063882934782609
978,-0.0898383112508423,63,2017,S,51.36699270652174,-0.4063882934782609
982,0.14728372517690036,63,2018,S,51.36699270652174,-0.4063882934782609
986,0.3836727160267983,63,2019,S,51.36699270652174,-0.4063882934782609
990,0.06444444444444453,63,2020,S,51.36699270652174,-0.4063882934782609
994,0.05105747126436766,63,2021,S,51.36699270652174,-0.4063882934782609
971,0.06973594718943787,63,2015,T,51.36699270652174,-0.4063882934782609
975,0.30748371896601534,63,2016,T,51.36699270652174,-0.4063882934782609
979,0.04340836012861726,63,2017,T,51.36699270652174,-0.4063882934782609
983,-0.38300172265288546,63,2018,T,51.36699270652174,-0.4063882934782609
987,0.19205174989591245,63,2019,T,51.36699270652174,-0.4063882934782609
991,0.06998037933289725,63,2020,T,51.36699270652174,-0.4063882934782609
995,0.04189071280686174,63,2021,T,51.36699270652174,-0.4063882934782609
1001,0.17302631578947358,64,2015,F,51.38370396774194,-0.42781877419354836
1002,0.06201685556524272,64,2016,F,51.38370396774194,-0.42781877419354836
1003,-0.04318842715911608,64,2017,F,51.38370396774194,-0.42781877419354836
1004,-0.2232142857142858,64,2018,F,51.38370396774194,-0.42781877419354836
1005,-0.17673570668962357,64,2019,F,51.38370396774194,-0.42781877419354836
1006,-0.29007500436071854,64,2020,F,51.38370396774194,-0.42781877419354836
1007,0.0019437659165324472,64,2021,F,51.38370396774194,-0.42781877419354836
1013,-0.03849229461449721,65,2015,D,51.36161937837838,-0.4251097837837838
1014,0.2761904761904763,65,2016,D,51.36161937837838,-0.4251097837837838
1015,-0.24558759639404815,65,2017,D,51.36161937837838,-0.4251097837837838
1016,-0.3550467076782866,65,2018,D,51.36161937837838,-0.4251097837837838
1017,0.017164422494525322,65,2019,D,51.36161937837838,-0.4251097837837838
1018,-0.09338981629057952,65,2020,D,51.36161937837838,-0.4251097837837838
1019,-0.13669064748201443,65,2021,D,51.36161937837838,-0.4251097837837838
1035,-0.10738849344490653,67,2015,D,51.3881694691358,-0.32596602469135805
1038,0.2628571428571429,67,2016,D,51.3881694691358,-0.32596602469135805
1041,-0.055354267310789185,67,2017,D,51.3881694691358,-0.32596602469135805
1044,-0.20703617878719327,67,2018,D,51.3881694691358,-0.32596602469135805
1047,0.0022889580662881492,67,2019,D,51.3881694691358,-0.32596602469135805
1050,0.055474652573889394,67,2020,D,51.3881694691358,-0.32596602469135805
1053,-0.13248896680974553,67,2021,D,51.3881694691358,-0.32596602469135805
1036,-0.08285016783643595,67,2015,S,51.3881694691358,-0.32596602469135805
1039,0.23059424586526434,67,2016,S,51.3881694691358,-0.32596602469135805
1042,0.0046331010205449275,67,2017,S,51.3881694691358,-0.32596602469135805
1045,-0.0161943319838056,67,2018,S,51.3881694691358,-0.32596602469135805
1048,-0.1481301000073958,67,2019,S,51.3881694691358,-0.32596602469135805
1051,-0.015068259385665472,67,2020,S,51.3881694691358,-0.32596602469135805
1054,-0.17652610644824218,67,2021,S,51.3881694691358,-0.32596602469135805
1037,0.22788409533758602,67,2015,T,51.3881694691358,-0.32596602469135805
1040,-0.048974261857447576,67,2016,T,51.3881694691358,-0.32596602469135805
1043,0.14697193500738548,67,2017,T,51.3881694691358,-0.32596602469135805
1046,-0.2773111938754398,67,2018,T,51.3881694691358,-0.32596602469135805
1049,-0.02651957748040168,67,2019,T,51.3881694691358,-0.32596602469135805
1052,-0.18803827751196178,67,2020,T,51.3881694691358,-0.32596602469135805
1055,-0.12414965986394566,67,2021,T,51.3881694691358,-0.32596602469135805
1061,0.10232110251468929,68,2015,D,51.36316361904762,-0.4132536666666667
1062,-0.1932785503581964,68,2016,D,51.36316361904762,-0.4132536666666667
1063,-0.1762238325281804,68,2017,D,51.36316361904762,-0.4132536666666667
1064,-0.2804404628592758,68,2018,D,51.36316361904762,-0.4132536666666667
1065,-0.2027339519363054,68,2019,D,51.36316361904762,-0.4132536666666667
1066,-0.13766239154141569,68,2020,D,51.36316361904762,-0.4132536666666667
1067,0.07661659322248648,68,2021,D,51.36316361904762,-0.4132536666666667
1073,-0.7518392756083758,69,2015,F,51.379131131578944,-0.36938936842105263
1074,-0.770817927257538,69,2016,F,51.379131131578944,-0.36938936842105263
1075,-0.7994736842105262,69,2017,F,51.379131131578944,-0.36938936842105263
1076,-0.23863636363636354,69,2018,F,51.379131131578944,-0.36938936842105263
1077,0.164007791344007,69,2019,F,51.379131131578944,-0.36938936842105263
1078,0.8379591836734694,69,2020,F,51.379131131578944,-0.36938936842105263
1079,-0.03874158329212152,69,2021,F,51.379131131578944,-0.36938936842105263
1095,0.16661181180539852,71,2015,D,51.367032574468084,-0.4454354255319149
1098,-0.07068303216274563,71,2016,D,51.367032574468084,-0.4454354255319149
1101,0.08338535164377858,71,2017,D,51.367032574468084,-0.4454354255319149
1104,0.04309907717270067,71,2018,D,51.367032574468084,-0.4454354255319149
1107,-0.2754391278013326,71,2019,D,51.367032574468084,-0.4454354255319149
1110,-0.1264289612787941,71,2020,D,51.367032574468084,-0.4454354255319149
1113,-0.14632764134938192,71,2021,D,51.367032574468084,-0.4454354255319149
1096,-0.3996431757359501,71,2015,F,51.367032574468084,-0.4454354255319149
1099,-0.23189366293349734,71,2016,F,51.367032574468084,-0.4454354255319149
1102,-0.17746851618985415,71,2017,F,51.367032574468084,-0.4454354255319149
1105,-0.0923063433209741,71,2018,F,51.367032574468084,-0.4454354255319149
1108,0.23492703533026127,71,2019,F,51.367032574468084,-0.4454354255319149
1111,-0.07823129251700678,71,2020,F,51.367032574468084,-0.4454354255319149
1114,-0.027466260676592746,71,2021,F,51.367032574468084,-0.4454354255319149
1097,0.549965947189438,71,2015,T,51.367032574468084,-0.4454354255319149
1100,0.06867774881676181,71,2016,T,51.367032574468084,-0.4454354255319149
1103,0.6176470588235294,71,2017,T,51.367032574468084,-0.4454354255319149
1106,-0.023837550421708764,71,2018,T,51.367032574468084,-0.4454354255319149
1109,0.23349421862698194,71,2019,T,51.367032574468084,-0.4454354255319149
1112,0.04415784404876644,71,2020,T,51.367032574468084,-0.4454354255319149
1115,0.0063922120572366126,71,2021,T,51.367032574468084,-0.4454354255319149
1121,-0.05145781119465331,72,2015,F,51.37166147368421,-0.4629734912280702
1122,-0.5771364053348387,72,2016,F,51.37166147368421,-0.4629734912280702
1123,-0.5670346598202823,72,2017,F,51.37166147368421,-0.4629734912280702
1124,-0.030000000000000027,72,2018,F,51.37166147368421,-0.4629734912280702
1125,0.035760368663594555,72,2019,F,51.37166147368421,-0.4629734912280702
1126,-0.23019005666244952,72,2020,F,51.37166147368421,-0.4629734912280702
1127,0.27866290427610174,72,2021,F,51.37166147368421,-0.4629734912280702
1148,0.23670025994262733,73,2015,D,51.39153473873874,-0.3356007297297297
1152,-0.1082922824302135,73,2016,D,51.39153473873874,-0.3356007297297297
1156,0.04568483577917526,73,2017,D,51.39153473873874,-0.3356007297297297
1160,-0.09703911339822735,73,2018,D,51.39153473873874,-0.3356007297297297
1164,0.15823128268946496,73,2019,D,51.39153473873874,-0.3356007297297297
1168,-0.06843361307350682,73,2020,D,51.39153473873874,-0.3356007297297297
1172,0.031654506182288156,73,2021,D,51.39153473873874,-0.3356007297297297
1149,0.2136190992946283,73,2015,F,51.39153473873874,-0.3356007297297297
1153,0.31161818598259283,73,2016,F,51.39153473873874,-0.3356007297297297
1157,0.1005263157894738,73,2017,F,51.39153473873874,-0.3356007297297297
1161,0.11959193706981308,73,2018,F,51.39153473873874,-0.3356007297297297
1165,-0.03500886210563614,73,2019,F,51.39153473873874,-0.3356007297297297
1169,-0.032081968589904974,73,2020,F,51.39153473873874,-0.3356007297297297
1173,-0.10029111024562831,73,2021,F,51.39153473873874,-0.3356007297297297
1150,0.22623970472642752,73,2015,S,51.39153473873874,-0.3356007297297297
1154,0.16667933419472525,73,2016,S,51.39153473873874,-0.3356007297297297
1158,-0.046250435995814465,73,2017,S,51.39153473873874,-0.3356007297297297
1162,0.006347287290312975,73,2018,S,51.39153473873874,-0.3356007297297297
1166,-0.27181040250730715,73,2019,S,51.39153473873874,-0.3356007297297297
1170,-0.1611728395061729,73,2020,S,51.39153473873874,-0.3356007297297297
1174,-0.050734878462408206,73,2021,S,51.39153473873874,-0.3356007297297297
1151,0.37626773909695244,73,2015,T,51.39153473873874,-0.3356007297297297
1155,0.05827736975966613,73,2016,T,51.39153473873874,-0.3356007297297297
1159,-0.14540816326530615,73,2017,T,51.39153473873874,-0.3356007297297297
1163,-0.18742242242242235,73,2018,T,51.39153473873874,-0.3356007297297297
1167,0.15910931045980536,73,2019,T,51.39153473873874,-0.3356007297297297
1171,-0.0029425429766145594,73,2020,T,51.39153473873874,-0.3356007297297297
1175,0.07978892491576062,73,2021,T,51.39153473873874,-0.3356007297297297
1181,0.018228706361224534,75,2015,D,51.36752443478261,-0.37814652173913044
1182,-0.2378095238095237,75,2016,D,51.36752443478261,-0.37814652173913044
1183,-0.10484749455337705,75,2017,D,51.36752443478261,-0.37814652173913044
1184,-0.2597134196748414,75,2018,D,51.36752443478261,-0.37814652173913044
1185,0.3065446778666836,75,2019,D,51.36752443478261,-0.37814652173913044
1186,0.07235313640889496,75,2020,D,51.36752443478261,-0.37814652173913044
1187,-0.1974641281449978,75,2021,D,51.36752443478261,-0.37814652173913044
1203,-0.16181410974244126,78,2015,F,51.333425828125,-0.41830303125
1206,-0.27168304668304666,78,2016,F,51.333425828125,-0.41830303125
1209,-0.4132939089296275,78,2017,F,51.333425828125,-0.41830303125
1212,0.19414893617021267,78,2018,F,51.333425828125,-0.41830303125
1215,1.8466694595726854,78,2019,F,51.333425828125,-0.41830303125
1218,-0.21053138236426638,78,2020,F,51.333425828125,-0.41830303125
1221,0.12011948690915486,78,2021,F,51.333425828125,-0.41830303125
1204,0.13353456478230896,78,2015,S,51.333425828125,-0.41830303125
1207,0.09304667963323143,78,2016,S,51.333425828125,-0.41830303125
1210,0.29440826409162346,78,2017,S,51.333425828125,-0.41830303125
1213,0.11538461538461542,78,2018,S,51.333425828125,-0.41830303125
1216,0.03561643835616435,78,2019,S,51.333425828125,-0.41830303125
1219,-0.06820754716981137,78,2020,S,51.333425828125,-0.41830303125
1222,0.26675681766959647,78,2021,S,51.333425828125,-0.41830303125
1205,0.13973594718943794,78,2015,T,51.333425828125,-0.41830303125
1208,0.2575238088577163,78,2016,T,51.333425828125,-0.41830303125
1211,0.31299999999999994,78,2017,T,51.333425828125,-0.41830303125
1214,-0.058692129629629664,78,2018,T,51.333425828125,-0.41830303125
1217,0.19773991692721227,78,2019,T,51.333425828125,-0.41830303125
1220,0.0017434620174345827,78,2020,T,51.333425828125,-0.41830303125
1223,-0.07314125650260106,78,2021,T,51.333425828125,-0.41830303125
1234,0.33665836830233675,79,2015,D,51.3302021025641,-0.36963333333333337
1236,0.016616008105369895,79,2016,D,51.3302021025641,-0.36963333333333337
1238,0.15210326220259995,79,2017,D,51.3302021025641,-0.36963333333333337
1240,0.4734117903454289,79,2018,D,51.3302021025641,-0.36963333333333337
1242,0.19240363549597617,79,2019,D,51.3302021025641,-0.36963333333333337
1244,0.003020084488253305,79,2020,D,51.3302021025641,-0.36963333333333337
1246,0.01674850595713906,79,2021,D,51.3302021025641,-0.36963333333333337
1235,0.1831896551724137,79,2015,S,51.3302021025641,-0.36963333333333337
1237,0.044904248294078686,79,2016,S,51.3302021025641,-0.36963333333333337
1239,-0.030444964871194413,79,2017,S,51.3302021025641,-0.36963333333333337
1241,-0.4193979933110368,79,2018,S,51.3302021025641,-0.36963333333333337
1243,0.3182391519745844,79,2019,S,51.3302021025641,-0.36963333333333337
1245,0.32499999999999996,79,2020,S,51.3302021025641,-0.36963333333333337
1247,0.07309165929855577,79,2021,S,51.3302021025641,-0.36963333333333337
1253,-0.2617713023833059,80,2015,T,51.37791144444444,-0.45680615555555554
1254,0.061964005704366665,80,2016,T,51.37791144444444,-0.45680615555555554
1255,-0.22586872586872597,80,2017,T,51.37791144444444,-0.45680615555555554
1256,0.002336236362785016,80,2018,T,51.37791144444444,-0.45680615555555554
1257,0.10044304899928602,80,2019,T,51.37791144444444,-0.45680615555555554
1258,-0.08650568181818197,80,2020,T,51.37791144444444,-0.45680615555555554
1259,-0.12352309344790557,80,2021,T,51.37791144444444,-0.45680615555555554
1270,0.19683159202517886,81,2015,D,51.382270440677964,-0.35649867796610174
1272,0.016616008105369895,81,2016,D,51.382270440677964,-0.35649867796610174
1274,-0.02429004071095231,81,2017,D,51.382270440677964,-0.35649867796610174
1276,-0.264296236775144,81,2018,D,51.382270440677964,-0.35649867796610174
1278,0.11827109456057516,81,2019,D,51.382270440677964,-0.35649867796610174
1280,-0.2770292193930699,81,2020,D,51.382270440677964,-0.35649867796610174
1282,-0.028555726847093732,81,2021,D,51.382270440677964,-0.35649867796610174
1271,0.9468307340105881,81,2015,S,51.382270440677964,-0.35649867796610174
1273,0.08716285924834177,81,2016,S,51.382270440677964,-0.35649867796610174
1275,0.3240024744819052,81,2017,S,51.382270440677964,-0.35649867796610174
1277,-0.1526153846153846,81,2018,S,51.382270440677964,-0.35649867796610174
1279,-0.044235362940574285,81,2019,S,51.382270440677964,-0.35649867796610174
1281,0.0009043881555474975,81,2020,S,51.382270440677964,-0.35649867796610174
1283,-0.21850600312316015,81,2021,S,51.382270440677964,-0.35649867796610174
1289,-0.10542593305843329,82,2015,D,51.323530875,-0.39676845833333335
1290,-0.2018148666412245,82,2016,D,51.323530875,-0.39676845833333335
1291,-0.27257834757834765,82,2017,D,51.323530875,-0.39676845833333335
1292,-0.14007141748175744,82,2018,D,51.323530875,-0.39676845833333335
1293,-0.4379786430805739,82,2019,D,51.323530875,-0.39676845833333335
1294,0.20111567821491505,82,2020,D,51.323530875,-0.39676845833333335
1295,-0.12811921891058575,82,2021,D,51.323530875,-0.39676845833333335
1311,0.08920278637770895,84,2015,F,51.388496236363636,-0.3190816909090909
1314,-0.34563409563409553,84,2016,F,51.388496236363636,-0.3190816909090909
1317,0.113859649122807,84,2017,F,51.388496236363636,-0.3190816909090909
1320,0.043439716312056786,84,2018,F,51.388496236363636,-0.3190816909090909
1323,-0.5232396313364055,84,2019,F,51.388496236363636,-0.3190816909090909
1326,-0.2287074829931972,84,2020,F,51.388496236363636,-0.3190816909090909
1329,-0.09418259131044915,84,2021,F,51.388496236363636,-0.3190816909090909
1312,-0.3384012539184953,84,2015,S,51.388496236363636,-0.3190816909090909
1315,0.4689721159103335,84,2016,S,51.388496236363636,-0.3190816909090909
1318,-0.3225677953117818,84,2017,S,51.388496236363636,-0.3190816909090909
