,3y_ret,3y_ret_ward,Price,Year,Type,Ward
660,0.034117647058823364,0.3541176470588234,575500.0,2015,T,Hinchley Wood and Weston Green
676,0.1655161078238001,0.5266272189349113,645000.0,2016,T,Hinchley Wood and Weston Green
692,-0.04545406262387397,0.17604430871163101,568000.0,2017,T,Hinchley Wood and Weston Green
708,-0.250530632124898,-0.1094700260642919,512500.0,2018,T,Hinchley Wood and Weston Green
724,-0.12892168960607497,-0.10852713178294571,575000.0,2019,T,Hinchley Wood and Weston Green
740,-0.001267605633802793,0.03873239436619724,590000.0,2020,T,Hinchley Wood and Weston Green
756,0.17674846407207934,0.23902439024390243,635000.0,2021,T,Hinchley Wood and Weston Green
53,0.30913354044704344,0.3846153846153846,900000.0,2013,D,Long Ditton
69,0.11130170642365766,0.3208255159474671,880000.0,2014,D,Long Ditton
85,0.10182576943140309,0.3147887323943661,933500.0,2015,D,Long Ditton
101,0.002536198830409342,0.22183444444444445,1099651.0,2016,D,Long Ditton
117,-0.029840730136005744,0.10795454545454541,975000.0,2017,D,Long Ditton
133,0.09532580741443386,0.2021960364220674,1122250.0,2018,D,Long Ditton
149,-0.05689273985417309,-0.04969849524985659,1045000.0,2019,D,Long Ditton
165,-0.014985360660101144,0.023076923076922995,997500.0,2020,D,Long Ditton
181,-0.16962844040220915,-0.07997326798841609,1032500.0,2021,D,Long Ditton
245,0.07362092606265169,0.12625250501002006,281000.0,2013,F,Long Ditton
261,-0.197972972972973,-0.025000000000000022,341250.0,2014,F,Long Ditton
277,0.012064777327935206,0.30153846153846153,338400.0,2015,F,Long Ditton
293,0.08806049822064055,0.44306049822064053,405500.0,2016,F,Long Ditton
309,-0.27564693371144977,0.01098901098901095,345000.0,2017,F,Long Ditton
325,-0.058619192357794114,0.06382978723404253,360000.0,2018,F,Long Ditton
341,-0.1270127991045632,-0.13070283600493215,352500.0,2019,F,Long Ditton
357,-0.032266101906066935,-0.06521739130434778,322500.0,2020,F,Long Ditton
373,0.10118686868686855,0.09027777777777768,392500.0,2021,F,Long Ditton
437,-0.19936460341257933,-0.07867494824016563,445000.0,2013,S,Long Ditton
453,0.19003329297820826,0.42732142857142863,599475.0,2014,S,Long Ditton
469,0.05426284158881889,0.36573825142488436,635000.0,2015,S,Long Ditton
485,0.17839239412273122,0.5168539325842696,675000.0,2016,S,Long Ditton
501,-0.13322787576115402,0.08595020643062679,651000.0,2017,S,Long Ditton
517,0.09232283464566926,0.21732283464566926,773000.0,2018,S,Long Ditton
533,0.16947637292464868,0.17407407407407405,792500.0,2019,S,Long Ditton
549,0.09083001087350495,0.12903225806451624,735000.0,2020,S,Long Ditton
565,-0.10429782952422018,-0.026520051746442452,752500.0,2021,S,Long Ditton
629,-0.102518947772957,-0.022302904564315384,471250.0,2013,T,Long Ditton
645,-0.11035526650314553,0.11789038262668039,540500.0,2014,T,Long Ditton
661,-0.16625,0.15375000000000005,599950.0,2015,T,Long Ditton
677,-0.1568670792808724,0.20424403183023876,567500.0,2016,T,Long Ditton
693,-0.08011261740396014,0.14138575393154484,616919.0,2017,T,Long Ditton
709,-0.1743133771248615,-0.03325277106425539,580000.0,2018,T,Long Ditton
725,0.11616931882885306,0.13656387665198233,645000.0,2019,T,Long Ditton
741,0.0298325063744187,0.06983250637441873,660000.0,2020,T,Long Ditton
757,0.08427579796610796,0.14655172413793105,665000.0,2021,T,Long Ditton
54,0.37764315583165886,0.453125,930000.0,2013,D,Molesey East
70,0.7312169312169312,0.9407407407407407,1310000.0,2014,D,Molesey East
86,-0.12219926869544717,0.09076369426751585,856249.5,2015,D,Molesey East
102,-0.09026598754951887,0.12903225806451624,1050000.0,2016,D,Molesey East
118,-0.42023802368215424,-0.2824427480916031,940000.0,2017,D,Molesey East
134,0.2011597318857743,0.30802996089340784,1120000.0,2018,D,Molesey East
150,0.07613908872901676,0.08333333333333326,1137500.0,2019,D,Molesey East
166,0.27842707796510346,0.3164893617021276,1237500.0,2020,D,Molesey East
182,-0.015548029556650134,0.07410714285714293,1203000.0,2021,D,Molesey East
246,0.0427289576652643,0.09536053661263266,244950.0,2013,F,Molesey East
262,0.00982272595175826,0.18279569892473124,275000.0,2014,F,Molesey East
278,0.1010025062656641,0.3904761904761904,292000.0,2015,F,Molesey East
294,-0.0037038171055316926,0.3512961828944683,331000.0,2016,F,Molesey East
310,-0.014090490155006075,0.27254545454545465,349950.0,2017,F,Molesey East
326,0.12755102040816335,0.25,365000.0,2018,F,Molesey East
342,0.05353897949855635,0.049848942598187396,347500.0,2019,F,Molesey East
358,-0.10978338698405954,-0.1427346763823404,300000.0,2020,F,Molesey East
374,0.03282689912826886,0.021917808219177992,373000.0,2021,F,Molesey East
438,0.3650458574576012,0.4857355126300149,499950.0,2013,S,Molesey East
454,0.2383775448801524,0.47566568047337277,498775.0,2014,S,Molesey East
470,-0.30105874316939873,0.01041666666666674,485000.0,2015,S,Molesey East
486,0.0016724749398018268,0.3401340134013402,670000.0,2016,S,Molesey East
502,0.05394105970586849,0.2731191418976493,635000.0,2017,S,Molesey East
518,0.20999999999999996,0.33499999999999996,647475.0,2018,S,Molesey East
534,-0.16504546234345518,-0.16044776119402981,562500.0,2019,S,Molesey East
550,-0.026391223568964062,0.011811023622047223,642500.0,2020,S,Molesey East
566,0.041956574899931764,0.11973435267770949,725000.0,2021,S,Molesey East
630,0.024701989578243655,0.10491803278688527,337000.0,2013,T,Molesey East
646,0.0972577065748721,0.325503355704698,395000.0,2014,T,Molesey East
662,-0.027620528771384212,0.29237947122861585,415500.0,2015,T,Molesey East
678,0.0038740520936366707,0.36498516320474783,460000.0,2016,T,Molesey East
694,0.019007957778419016,0.240506329113924,490000.0,2017,T,Molesey East
710,0.07434252269992347,0.21540312876052958,505000.0,2018,T,Molesey East
726,0.09917065956817517,0.11956521739130443,515000.0,2019,T,Molesey East
742,-0.05020408163265311,-0.010204081632653073,485000.0,2020,T,Molesey East
758,0.026783479768770935,0.08905940594059403,549975.0,2021,T,Molesey East
55,-0.034454446908067204,0.041027397260273935,379975.0,2013,D,Molesey West
71,0.11950844854070675,0.3290322580645162,515000.0,2014,D,Molesey West
87,0.04982624012186987,0.2627892030848329,491225.0,2015,D,Molesey West
103,0.22816540331023627,0.4474636489242714,550000.0,2016,D,Molesey West
119,0.08550569528323515,0.2233009708737863,630000.0,2017,D,Molesey West
135,0.1043873413521812,0.21125757035981474,595000.0,2018,D,Molesey West
151,0.033714846304774504,0.040909090909091006,572500.0,2019,D,Molesey West
167,-0.12139561707035751,-0.08333333333333337,577500.0,2020,D,Molesey West
183,-0.03083164300202834,0.05882352941176472,630000.0,2021,D,Molesey West
247,-0.00877192982456143,0.04385964912280693,178500.0,2013,F,Molesey West
263,-0.032622095779990534,0.14035087719298245,195000.0,2014,F,Molesey West
279,0.00025045372050813697,0.28972413793103446,233762.5,2015,F,Molesey West
295,0.006344537815126117,0.3613445378151261,243000.0,2016,F,Molesey West
311,0.054389696325180203,0.3410256410256409,261500.0,2017,F,Molesey West
327,0.0004856228358409709,0.12293460242767762,262500.0,2018,F,Molesey West
343,0.06336081879337296,0.05967078189300401,257500.0,2019,F,Molesey West
359,0.06545606951300353,0.03250478011472269,270000.0,2020,F,Molesey West
375,0.010909090909090868,0.0,262500.0,2021,F,Molesey West
439,-0.13656267104542963,-0.015873015873015928,310000.0,2013,S,Molesey West
455,0.0847457627118644,0.3220338983050848,390000.0,2014,S,Molesey West
471,0.07173069703416357,0.38320610687022905,453000.0,2015,S,Molesey West
